Population_group,Population_Categorisation,population,TDS_FC_Code,TDS_FC_label,NumRespondents,PercentConsumers,Mean_grams_per_person_per_day,Mean_flag,Mean_SE,Mean_LCL,Mean_UCL,Mean_CV,P50,P50_flag,P50_SE,P50_LCL,P50_UCL,P50_CV,P90,P90_flag,P90_SE,P90_LCL,P90_UCL,P90_CV,P95,P95_flag,P95_SE,P95_LCL,P95_UCL,P95_CV
All people,Standard DRI age groups,1-3 yr,KK07,plant-based beverages,1288,4.7,10.81,E,2.17,6.56,15.07,20.07,0,,856.46,0,1682.7,0,0,,59,0,115.91,0,0,,28.25,0,55.5,0
All people,Standard DRI age groups,1-3 yr,LL01,cereals_mixed,1288,2,,F,,,,35.68,0,,326.15,0,640.79,0,0,,131.52,0,258.4,0,0,,63.1,0,123.98,0
All people,Standard DRI age groups,1-3 yr,LL02,desserts,1288,0.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,1-3 yr,LL03,dinners_cereal + vegetable + meat,1288,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,1-3 yr,LL04,dinners_meat or poultry + vegetable,1288,,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,1-3 yr,LL05,formulae_milk base,1288,4,16.55,E,4.38,7.93,25.16,26.47,0,,3394.57,0,6669.37,0,0,,463.13,0,909.92,0,0,,162.66,0,319.59,0
All people,Standard DRI age groups,1-3 yr,LL06,formulae_soya base,1288,0.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,1-3 yr,LL07,fruit_apple or peach,1288,1.7,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,1-3 yr,LL08,meat_poultry or eggs,1288,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,1-3 yr,LL09,vegetables,1288,0.7,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,1-3 yr,MM01,popcorn_microwave,1288,7,0.79,E,0.19,0.43,1.16,24.05,0,,98.13,0,192.8,0,0,,3.61,0,7.09,0,,F,,,,37.08
All people,Standard DRI age groups,1-3 yr,MM02,frozen entrees,1288,1.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,1-3 yr,NN01,pizza,1288,8.5,8.51,E,2.09,4.41,12.6,24.56,0,,81.88,0,160.87,0,0,,7.39,0,14.52,0,,F,,,,42.7
All people,Standard DRI age groups,1-3 yr,NN02,french fries,1288,9.1,4.67,,0.72,3.27,6.08,15.42,0,,28.96,0,56.9,0,0,,6.75,0,13.26,0,42.75,,6.5,29.97,55.52,15.2
All people,Standard DRI age groups,1-3 yr,NN03,hamburger,1288,3.5,3.02,E,0.82,1.41,4.63,27.15,0,,887.85,0,1744.37,0,0,,47.19,0,92.72,0,0,,17.7,0,34.77,0
All people,Standard DRI age groups,1-3 yr,NN04,chicken burger,1288,0.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,1-3 yr,NN05,hot dogs,1288,4,2.41,E,0.51,1.41,3.42,21.16,0,,276.31,0,542.87,0,0,,27.97,0,54.96,0,0,,13.12,0,25.78,0
All people,Standard DRI age groups,1-3 yr,NN06,chicken nuggets,1288,4.2,2.22,E,0.41,1.41,3.02,18.47,0,,396.4,0,778.82,0,0,,12.93,0,25.4,0,0,,6.08,0,11.95,0
All people,Standard DRI age groups,1-3 yr,NN07,chow mein,1288,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,1-3 yr,NN08,fried rice,1288,1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,1-3 yr,NN09,prepared breakfast sandwiches,1288,0.8,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,1-3 yr,NN10,fast food sandwiches,1288,18.9,17.96,,2.25,13.54,22.39,12.53,0,,38.51,0,75.66,0,85.45,,9.26,67.26,103.64,10.84,110.45,,7.39,95.94,124.97,6.69
All people,Standard DRI age groups,1-3 yr,PP01,condiments,1288,10.1,1.47,E,0.27,0.95,1.99,18.37,0,,5.39,0,10.59,0,,F,,,,1011.11,7.92,E,2.36,3.28,12.56,29.8
All people,Standard DRI age groups,1-3 yr,PP02,salt,1288,41.9,0.21,,0.02,0.17,0.26,9.52,0,,0.02,0,0.03,0,0.75,,0.11,0.53,0.98,14.67,1.3,,0.12,1.06,1.54,9.23
All people,Standard DRI age groups,1-3 yr,PP03,baking powder,1288,4.1,0.01,,0,0.01,0.02,0,0,,7.24,0,14.22,0,0,,1.41,0,2.78,0,0,,0.5,0,0.98,0
All people,Standard DRI age groups,1-3 yr,PP04,yeast,1288,,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,1-3 yr,PP05,vanilla extract,1288,1.9,0,,0,0,0,0,0,,3.81,0,7.49,0,0,,0.86,0,1.69,0,0,,0.31,0,0.6,0
All people,Standard DRI age groups,1-3 yr,PP06,herbs and spices,1288,14.8,,F,,,,50,0,,0.02,0,0.05,0,0.04,E,0.01,0.02,0.06,25,,F,,,,33.33
All people,Standard DRI age groups,1-3 yr,PP07,soya sauce,1288,2.1,,F,,,,70.59,0,,68.42,0,134.43,0,0,,12.3,0,24.16,0,0,,3.55,0,6.98,0
All people,Standard DRI age groups,1-3 yr,PP09,tap water_sample area,1288,69.3,303.81,,22.03,260.53,347.1,7.25,199.5,,17.08,165.94,233.05,8.56,778.4,,66.89,646.97,909.83,8.59,1142.56,,110.5,925.45,1359.66,9.67
All people,Standard DRI age groups,1-3 yr,PP10,water_natural spring,1288,19,75.57,,10.15,55.63,95.52,13.43,0,,114.55,0,225.06,0,241.31,E,56.95,129.4,353.21,23.6,500.57,,72.39,358.35,642.79,14.46
All people,Standard DRI age groups,4-8 yr,AA01,milk_whole,1199,21.6,43.38,,5.16,33.24,53.51,11.89,0,,12.53,0,24.61,0,190.37,,30.04,131.36,249.38,15.78,281.46,,30.91,220.73,342.2,10.98
All people,Standard DRI age groups,4-8 yr,AA02,milk_2%,1199,50.2,145.97,,8.93,128.42,163.51,6.12,,F,,,,2100,423.65,,25.87,372.82,474.49,6.11,618,,44.13,531.3,704.7,7.14
All people,Standard DRI age groups,4-8 yr,AA03,milk_1%,1199,20.3,56.16,,8.54,39.39,72.94,15.21,0,,22.43,0,44.07,0,190.52,E,41.01,109.95,271.1,21.53,403.72,E,67.82,270.47,536.96,16.8
All people,Standard DRI age groups,4-8 yr,AA04,milk_skim,1199,9.4,6.09,E,1.26,3.61,8.56,20.69,0,,12.51,0,24.57,0,0,,0.5,0,0.99,0,,F,,,,109.96
All people,Standard DRI age groups,4-8 yr,AA05,evaporated milk_canned,1199,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,AA06,cream,1199,3,0.65,E,0.19,0.28,1.01,29.23,0,,422.14,0,829.38,0,0,,30.59,0,60.1,0,0,,3.6,0,7.07,0
All people,Standard DRI age groups,4-8 yr,AA07,ice cream,1199,15.5,18.05,,2.18,13.77,22.33,12.08,0,,34.19,0,67.17,0,88.81,,14.59,60.14,117.48,16.43,119.55,,10.95,98.03,141.07,9.16
All people,Standard DRI age groups,4-8 yr,AA08,yogurt,1199,35.8,45.41,,3.38,38.77,52.06,7.44,0,,18.38,0,36.11,0,137.13,,15.44,106.79,167.46,11.26,212.34,,16.5,179.93,244.76,7.77
All people,Standard DRI age groups,4-8 yr,AA09,cheese,1199,32.3,11.27,,1.02,9.26,13.28,9.05,0,,3.57,0,7.02,0,41.96,,2.83,36.4,47.53,6.74,59.69,,5.88,48.14,71.24,9.85
All people,Standard DRI age groups,4-8 yr,AA10,cheese_cottage,1199,1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,AA11,cheese_processed,1199,7.4,2.09,E,0.46,1.19,2.99,22.01,0,,57.38,0,112.74,0,0,,4.89,0,9.62,0,16.26,E,4.44,7.54,24.99,27.31
All people,Standard DRI age groups,4-8 yr,AA12,butter,1199,15.6,1.35,,0.18,0.99,1.71,13.33,0,,1.51,0,2.97,0,4.41,E,1.2,2.06,6.76,27.21,9.28,,1.36,6.61,11.96,14.66
All people,Standard DRI age groups,4-8 yr,AA13,chocolate milk_1%,1199,10.8,25.78,,3.6,18.71,32.84,13.96,0,,116.82,0,229.52,0,124.99,E,41.49,43.47,206.51,33.19,250.19,,16.22,218.32,282.05,6.48
All people,Standard DRI age groups,4-8 yr,AA14,buttermilk 1%,1199,0.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,BB01,beef_steak,1199,6.2,3.3,E,0.58,2.16,4.44,17.58,0,,77.04,0,151.36,0,0,,10.01,0,19.67,0,26.38,E,6.65,13.32,39.45,25.21
All people,Standard DRI age groups,4-8 yr,BB02,beef_roast,1199,3.8,2.07,E,0.56,0.97,3.17,27.05,0,,240.96,0,473.41,0,0,,39.62,0,77.84,0,0,,14.72,0,28.93,0
All people,Standard DRI age groups,4-8 yr,BB03,beef_ground,1199,10.6,3.73,E,0.72,2.33,5.14,19.3,0,,16.59,0,32.59,0,,F,,,,52.21,27.16,E,4.64,18.05,36.27,17.08
All people,Standard DRI age groups,4-8 yr,BB04,pork_fresh,1199,11.3,5.49,E,1.05,3.42,7.57,19.13,0,,37.17,0,73.03,0,,F,,,,51.39,33.5,E,7.11,19.54,47.46,21.22
All people,Standard DRI age groups,4-8 yr,BB05,pork_cured,1199,5.3,2.19,E,0.57,1.07,3.3,26.03,0,,185.09,0,363.65,0,0,,6.14,0,12.07,0,,F,,,,116.45
All people,Standard DRI age groups,4-8 yr,BB06,veal_cutlets,1199,0.9,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,BB07,lamb,1199,0.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,BB08,luncheon meats_cold cuts,1199,4,1.75,E,0.53,0.7,2.79,30.29,0,,528.86,0,1039.06,0,0,,55.79,0,109.62,0,0,,12.38,0,24.33,0
All people,Standard DRI age groups,4-8 yr,BB09,luncheon meats_canned,1199,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,BB10,organ meats,1199,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,BB11,wieners & sausages,1199,5.1,4.35,E,1.43,1.54,7.15,32.87,0,,394.24,0,774.57,0,0,,21.37,0,41.99,0,,F,,,,323.98
All people,Standard DRI age groups,4-8 yr,CC01,eggs,1199,25,8.79,,0.9,7.02,10.55,10.24,0,,2.39,0,4.7,0,44.31,,5.37,33.75,54.87,12.12,54.21,,2.83,48.65,59.77,5.22
All people,Standard DRI age groups,4-8 yr,CC02,poultry_chicken & turkey,1199,29.7,25.49,,2.8,20,30.99,10.98,0,,16.01,0,31.46,0,83.07,,9.85,63.72,102.43,11.86,137.93,,12.18,114,161.86,8.83
All people,Standard DRI age groups,4-8 yr,CC03,poultry_liver pate,1199,,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,DD01,fish_marine,1199,6.3,6.04,E,1.51,3.07,9.01,25,0,,279.95,0,550.03,0,0,,18.6,0,36.54,0,,F,,,,37.97
All people,Standard DRI age groups,4-8 yr,DD02,fish_fresh water,1199,0.8,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,DD03,fish_canned,1199,2.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,DD04,shellfish,1199,3.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,EE01,soups_meat_canned,1199,1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,EE02,soups_creamed_canned,1199,1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,EE03,soups_broth_canned,1199,12,14.09,E,2.61,8.96,19.22,18.52,0,,96.17,0,188.95,0,,F,,,,63.37,119.6,E,24.96,70.57,168.64,20.87
All people,Standard DRI age groups,4-8 yr,EE04,soups_dehydrated,1199,3.7,5.07,E,1.36,2.4,7.75,26.82,0,,1526.04,0,2998.24,0,0,,130.58,0,256.55,0,0,,35.12,0,69,0
All people,Standard DRI age groups,4-8 yr,FF01,bread_white,1199,26,15.91,,2.01,11.96,19.86,12.63,0,,18.01,0,35.38,0,65.96,,5.83,54.51,77.41,8.84,71.87,E,13.83,44.7,99.03,19.24
All people,Standard DRI age groups,4-8 yr,FF02,bread_whole wheat,1199,14.7,8.61,,0.95,6.75,10.47,11.03,0,,8.37,0,16.44,0,35.43,E,7.97,19.77,51.1,22.5,64.36,,4.86,54.82,73.91,7.55
All people,Standard DRI age groups,4-8 yr,FF03,bread_rye,1199,1.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,FF04,cake,1199,13.3,9.85,,1.43,7.05,12.66,14.52,0,,28.61,0,56.2,0,33.74,E,8.18,17.67,49.8,24.24,73.12,,11.98,49.59,96.64,16.38
All people,Standard DRI age groups,4-8 yr,FF05,cereal_cooked wheat,1199,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,FF06,cereal_corn,1199,2.7,0.81,E,0.23,0.36,1.26,28.4,0,,103.08,0,202.52,0,0,,27.06,0,53.16,0,0,,9.08,0,17.85,0
All people,Standard DRI age groups,4-8 yr,FF07,cereals_oatmeal,1199,7.1,12.11,E,2.16,7.88,16.35,17.84,0,,128.8,0,253.06,0,0,,34.79,0,68.36,0,123.63,E,29.83,65.02,182.25,24.13
All people,Standard DRI age groups,4-8 yr,FF08,cereals_rice & bran,1199,6.6,1.42,E,0.26,0.91,1.93,18.31,0,,26.34,0,51.75,0,0,,3.3,0,6.48,0,9.23,E,2.76,3.8,14.65,29.9
All people,Standard DRI age groups,4-8 yr,FF09,cookies,1199,37.7,12.84,,0.98,10.91,14.78,7.63,0,,3.84,0,7.55,0,38.1,,2.78,32.64,43.55,7.3,57.11,,7.61,42.15,72.06,13.33
All people,Standard DRI age groups,4-8 yr,FF10,crackers,1199,30.5,8.25,,0.88,6.52,9.99,10.67,0,,4.19,0,8.22,0,28.11,,2.1,23.99,32.23,7.47,41.85,,4.57,32.86,50.83,10.92
All people,Standard DRI age groups,4-8 yr,FF11,danish_donuts & croissants,1199,10,6.61,E,1.15,4.34,8.87,17.4,0,,30.41,0,59.75,0,,F,,,,661.31,57,,8.05,41.18,72.82,14.12
All people,Standard DRI age groups,4-8 yr,FF12,flour_white (wheat),1199,14.1,1.75,,0.24,1.28,2.21,13.71,0,,5.18,0,10.18,0,,F,,,,38.77,10.7,E,2.77,5.26,16.14,25.89
All people,Standard DRI age groups,4-8 yr,FF13,muffins,1199,9.4,7.3,,1.1,5.14,9.45,15.07,0,,51.31,0,100.81,0,0,,9.74,0,19.14,0,57,,8.84,39.63,74.37,15.51
All people,Standard DRI age groups,4-8 yr,FF14,pancakes & waffles,1199,9.5,6.09,,0.97,4.18,7.99,15.93,0,,60.65,0,119.15,0,0,,9.28,0,18.24,0,65.18,,8.38,48.71,81.64,12.86
All people,Standard DRI age groups,4-8 yr,FF15,pasta_mixed dishes,1199,10,20.13,E,3.58,13.09,27.17,17.78,0,,138.85,0,272.81,0,0,,27.64,0,54.31,0,185.23,,22.19,141.64,228.82,11.98
All people,Standard DRI age groups,4-8 yr,FF16,pasta_plain,1199,22.7,27.41,,2.76,21.99,32.84,10.07,0,,32.69,0,64.23,0,127.49,,12.81,102.33,152.65,10.05,171.91,,10.72,150.85,192.96,6.24
All people,Standard DRI age groups,4-8 yr,FF17,pie_apple,1199,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,FF18,pie_other,1199,0.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,FF19,rice,1199,24.4,28.72,,2.68,23.46,33.98,9.33,0,,18.86,0,37.06,0,122.28,,13.66,95.43,149.12,11.17,166.37,,10.86,145.02,187.71,6.53
All people,Standard DRI age groups,4-8 yr,FF20,buns & rolls,1199,3.2,1.19,E,0.34,0.52,1.86,28.57,0,,299.83,0,589.09,0,0,,45.24,0,88.88,0,0,,11.95,0,23.47,0
All people,Standard DRI age groups,4-8 yr,FF21,breads_other,1199,14.5,11.83,,1.7,8.49,15.17,14.37,0,,25.17,0,49.46,0,52.26,E,10.23,32.16,72.37,19.58,87.11,,9.83,67.8,106.42,11.28
All people,Standard DRI age groups,4-8 yr,GG01,baked beans_canned,1199,0.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,GG02,beans_string,1199,5,1.28,E,0.35,0.59,1.97,27.34,0,,226.47,0,444.95,0,0,,9.89,0,19.44,0,,F,,,,1100
All people,Standard DRI age groups,4-8 yr,GG03,beets,1199,0.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,GG04,broccoli,1199,8.8,5.03,,0.81,3.44,6.63,16.1,0,,49.1,0,96.46,0,0,,4.35,0,8.55,0,37.65,E,8.32,21.31,53.99,22.1
All people,Standard DRI age groups,4-8 yr,GG05,cabbage,1199,4,,F,,,,38.1,0,,525.98,0,1033.4,0,0,,16.31,0,32.04,0,0,,1.8,0,3.54,0
All people,Standard DRI age groups,4-8 yr,GG06,carrots,1199,31.6,10.56,,1.52,7.57,13.54,14.39,0,,2.65,0,5.21,0,35.6,E,6.11,23.6,47.61,17.16,60.96,,5.88,49.4,72.52,9.65
All people,Standard DRI age groups,4-8 yr,GG07,cauliflowers,1199,3.1,1.38,E,0.37,0.66,2.1,26.81,0,,189.15,0,371.63,0,0,,42.69,0,83.87,0,0,,10.5,0,20.63,0
All people,Standard DRI age groups,4-8 yr,GG08,celery,1199,13.3,1.22,E,0.23,0.76,1.68,18.85,0,,2.13,0,4.19,0,3.99,E,0.94,2.13,5.84,23.56,6.57,,1.05,4.51,8.63,15.98
All people,Standard DRI age groups,4-8 yr,GG09,corn,1199,7.5,4.43,E,1.03,2.4,6.46,23.25,0,,76.03,0,149.38,0,0,,5.31,0,10.42,0,,F,,,,43.81
All people,Standard DRI age groups,4-8 yr,GG10,cucumbers,1199,20.8,13.43,,1.73,10.03,16.82,12.88,0,,12.96,0,25.46,0,43.3,,6.37,30.78,55.82,14.71,70.72,E,14.15,42.93,98.51,20.01
All people,Standard DRI age groups,4-8 yr,GG11,lettuce,1199,10.6,2.43,E,0.41,1.62,3.23,16.87,0,,15.06,0,29.58,0,,F,,,,193.81,17.17,E,3.33,10.62,23.72,19.39
All people,Standard DRI age groups,4-8 yr,GG12,mushrooms,1199,5.3,0.63,E,0.14,0.35,0.9,22.22,0,,178.77,0,351.23,0,0,,5.06,0,9.95,0,,F,,,,90.14
All people,Standard DRI age groups,4-8 yr,GG13,onions,1199,26.2,3.8,,0.42,2.98,4.63,11.05,0,,1.53,0,3.01,0,13.17,,1.81,9.63,16.72,13.74,23.5,,2.85,17.9,29.1,12.13
All people,Standard DRI age groups,4-8 yr,GG14,peas,1199,8.3,2.58,E,0.6,1.4,3.76,23.26,0,,32.57,0,63.98,0,0,,2.7,0,5.31,0,,F,,,,45.98
All people,Standard DRI age groups,4-8 yr,GG15,peppers,1199,12.9,4.58,,0.72,3.17,5.99,15.72,0,,10.76,0,21.15,0,,F,,,,44.7,29.02,E,5.78,17.66,40.38,19.92
All people,Standard DRI age groups,4-8 yr,GG16,potatoes_boiled,1199,17.8,12.24,,1.87,8.57,15.92,15.28,0,,17,0,33.4,0,30.27,E,8.5,13.57,46.97,28.08,105,,11.11,83.18,126.82,10.58
All people,Standard DRI age groups,4-8 yr,GG17,potatoes_chips,1199,11.7,3.1,,0.5,2.12,4.07,16.13,0,,10.49,0,20.61,0,,F,,,,34.85,19.37,,2.41,14.63,24.1,12.44
All people,Standard DRI age groups,4-8 yr,GG18,rutabaga,1199,1.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,GG19,vegetable juice_canned,1199,2.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,GG20,tomatoes,1199,14.3,9.51,,1.36,6.85,12.18,14.3,0,,22.07,0,43.36,0,25.99,E,6.95,12.33,39.65,26.74,69.9,,10.85,48.58,91.22,15.52
All people,Standard DRI age groups,4-8 yr,GG21,tomatoes and tomato sauce_canned,1199,16.8,16.58,,2.23,12.2,20.97,13.45,0,,43.89,0,86.23,0,70.38,E,14.6,41.7,99.07,20.74,118.88,,14.5,90.4,147.36,12.2
All people,Standard DRI age groups,4-8 yr,GG22,spinach,1199,4.8,,F,,,,35.29,0,,280.17,0,550.45,0,0,,25.91,0,50.9,0,0,,5.04,0,9.9,0
All people,Standard DRI age groups,4-8 yr,GG23,asparagus,1199,1.8,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,GG24,brussel sprouts,1199,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,GG26,potatoes_baked,1199,4,3.62,E,0.91,1.84,5.4,25.14,0,,885.72,0,1740.18,0,0,,81.34,0,159.81,0,0,,17.48,0,34.34,0
All people,Standard DRI age groups,4-8 yr,GG27,corn chips,1199,4,1.71,E,0.5,0.72,2.69,29.24,0,,674.54,0,1325.29,0,0,,12.74,0,25.03,0,0,,4.05,0,7.97,0
All people,Standard DRI age groups,4-8 yr,HH01,apple juice_canned,1199,19.7,49.32,,5.12,39.26,59.39,10.38,0,,90.37,0,177.55,0,206.29,,13.33,180.1,232.47,6.46,280.81,,34.66,212.72,348.91,12.34
All people,Standard DRI age groups,4-8 yr,HH02,applesauce_canned,1199,7.3,8.08,,1.08,5.97,10.2,13.37,0,,60.18,0,118.24,0,0,,19,0,37.33,0,88.64,E,16.84,55.55,121.73,19
All people,Standard DRI age groups,4-8 yr,HH03,apples,1199,30,50.13,,4.34,41.62,58.65,8.66,0,,40.12,0,78.82,0,177.96,,16.92,144.72,211.2,9.51,220.3,,17.59,185.74,254.86,7.98
All people,Standard DRI age groups,4-8 yr,HH04,bananas,1199,26.1,26.18,,2.18,21.89,30.47,8.33,0,,27.18,0,53.39,0,117.85,E,23.82,71.05,164.65,20.21,,F,,,,36.22
All people,Standard DRI age groups,4-8 yr,HH05,blueberries,1199,9,4.66,E,1.09,2.53,6.8,23.39,0,,42.54,0,83.58,0,0,,5.63,0,11.07,0,33.63,E,11.05,11.92,55.35,32.86
All people,Standard DRI age groups,4-8 yr,HH06,cherries,1199,1.9,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,HH07,citrus fruit_raw,1199,20.1,20.9,,2.27,16.43,25.37,10.86,0,,56.58,0,111.16,0,95.83,,10.55,75.11,116.55,11.01,129.88,,9.66,110.9,148.85,7.44
All people,Standard DRI age groups,4-8 yr,HH08,citrus juice_frozen,1199,1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,HH09,citrus juice_canned,1199,18.3,44.19,,4.75,34.87,53.52,10.75,0,,79.43,0,156.06,0,201.74,,12.03,178.1,225.37,5.96,272.66,,29.82,214.07,331.25,10.94
All people,Standard DRI age groups,4-8 yr,HH10,grape juice_bottled,1199,1.7,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,HH11,grapes,1199,14,11.17,,1.52,8.17,14.16,13.61,0,,31.72,0,62.32,0,47.56,E,11.7,24.57,70.54,24.6,79.73,,10.41,59.27,100.2,13.06
All people,Standard DRI age groups,4-8 yr,HH12,melons,1199,6.7,13.64,E,2.63,8.47,18.81,19.28,0,,309.23,0,607.55,0,0,,32.49,0,63.83,0,,F,,,,34.09
All people,Standard DRI age groups,4-8 yr,HH13,peaches,1199,3.7,5.19,E,1.33,2.57,7.81,25.63,0,,924.59,0,1816.56,0,0,,69.7,0,136.95,0,0,,25.44,0,49.98,0
All people,Standard DRI age groups,4-8 yr,HH14,pears,1199,5.4,7.2,E,1.7,3.86,10.53,23.61,0,,581.27,0,1142.03,0,0,,49.9,0,98.04,0,,F,,,,78.66
All people,Standard DRI age groups,4-8 yr,HH15,pineapple,1199,2.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,HH16,plums and prunes,1199,1.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,HH17,raisins,1199,2.4,,F,,,,68.38,0,,305.02,0,599.28,0,0,,98.04,0,192.62,0,0,,32.51,0,63.87,0
All people,Standard DRI age groups,4-8 yr,HH18,raspberries,1199,4.6,2.38,E,0.75,0.9,3.86,31.51,0,,295.98,0,581.52,0,0,,18.2,0,35.75,0,0,,5.76,0,11.32,0
All people,Standard DRI age groups,4-8 yr,HH19,strawberries,1199,16.1,11.57,,1.41,8.79,14.34,12.19,0,,17.66,0,34.69,0,47.73,,7.69,32.63,62.83,16.11,73.24,,10.18,53.23,93.25,13.9
All people,Standard DRI age groups,4-8 yr,HH20,kiwi fruit,1199,1.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,HH21,apricot,1199,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,HH22,fruit drinks (cocktails),1199,18.3,51.5,,4.9,41.87,61.13,9.51,0,,63.31,0,124.39,0,209.57,,16.68,176.8,242.34,7.96,339.66,,21,298.4,380.93,6.18
All people,Standard DRI age groups,4-8 yr,II01,cooking fats & salad oils,1199,25.9,1.49,,0.18,1.14,1.85,12.08,0,,0.8,0,1.56,0,4.41,E,0.76,2.92,5.9,17.23,8.77,,1.45,5.91,11.63,16.53
All people,Standard DRI age groups,4-8 yr,II02,margarine,1199,18.8,1.27,,0.14,0.99,1.54,11.02,0,,1.33,0,2.61,0,4.73,,0.63,3.48,5.98,13.32,9.21,,1.24,6.78,11.65,13.46
All people,Standard DRI age groups,4-8 yr,II04,mayonnaise,1199,2.8,0.45,E,0.13,0.19,0.71,28.89,0,,69.1,0,135.77,0,0,,23.17,0,45.52,0,0,,5.41,0,10.62,0
All people,Standard DRI age groups,4-8 yr,II07,salad dressing,1199,7.1,1.42,E,0.29,0.85,1.98,20.42,0,,15.08,0,29.63,0,0,,2.37,0,4.65,0,9.69,E,2.58,4.62,14.76,26.63
All people,Standard DRI age groups,4-8 yr,JJ01,chocolate bars,1199,14.6,3.42,,0.45,2.54,4.3,13.16,0,,6.24,0,12.25,0,9.98,E,1.99,6.07,13.89,19.94,21,E,3.63,13.87,28.14,17.29
All people,Standard DRI age groups,4-8 yr,JJ03,gelatin dessert,1199,1.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Standard DRI age groups,4-8 yr,JJ04,honey_bottled,1199,2.5,0.3,E,0.09,0.13,0.48,30,0,,66.7,0,131.04,0,0,,19.3,0,37.91,0,0,,6.26,0,12.3,0
All people,Standard DRI age groups,4-8 yr,JJ05,jams,1199,8.5,1.57,E,0.32,0.94,2.2,20.38,0,,13,0,25.54,0,0,,1.78,0,3.49,0,9.69,E,2.05,5.67,13.72,21.16
