Population_group,Population_Categorisation,population,TDS_FC_Code,TDS_FC_label,NumRespondents,PercentConsumers,Mean_grams_per_person_per_day,Mean_flag,Mean_SE,Mean_LCL,Mean_UCL,Mean_CV,P50,P50_flag,P50_SE,P50_LCL,P50_UCL,P50_CV,P90,P90_flag,P90_SE,P90_LCL,P90_UCL,P90_CV,P95,P95_flag,P95_SE,P95_LCL,P95_UCL,P95_CV
Consumers only,Standard DRI age groups,M 19-30 yr,GG07,cauliflowers,857,0.9,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,GG08,celery,857,16.6,,F,,0,,36.2,7.9,,1.1,5.73,10.07,13.92,,F,,0,,65.57,,F,,0,,77.61
Consumers only,Standard DRI age groups,M 19-30 yr,GG09,corn,857,5.3,75.62,E,20.73,34.9,116.34,27.41,,F,,0,,61.06,133.12,E,38.88,56.74,209.51,29.21,159.49,E,47.8,65.59,253.4,29.97
Consumers only,Standard DRI age groups,M 19-30 yr,GG10,cucumbers,857,13.8,36.58,E,10.87,15.22,57.94,29.72,,F,,0,,47,124.46,E,30.24,65.05,183.88,24.3,,F,,0,,59.56
Consumers only,Standard DRI age groups,M 19-30 yr,GG11,lettuce,857,21.6,48.66,,7.58,33.75,63.56,15.58,29.96,E,9.12,12.05,47.87,30.44,84.02,E,23.45,37.94,130.1,27.91,,F,,0,,54.79
Consumers only,Standard DRI age groups,M 19-30 yr,GG12,mushrooms,857,6.3,,F,,0,,46.46,,F,,0,,61.77,,F,,0,,43.63,91.19,E,24.61,42.83,139.54,26.99
Consumers only,Standard DRI age groups,M 19-30 yr,GG13,onions,857,39.1,22.99,,3.64,15.85,30.14,15.83,13,E,2.25,8.57,17.43,17.31,55.67,E,16.87,22.51,88.82,30.3,84.54,E,19.23,46.76,122.32,22.75
Consumers only,Standard DRI age groups,M 19-30 yr,GG14,peas,857,7.4,,F,,0,,33.87,,F,,0,,192.79,77.34,E,23.51,31.16,123.53,30.4,,F,,0,,42.45
Consumers only,Standard DRI age groups,M 19-30 yr,GG15,peppers,857,18.8,35.74,E,6.82,22.34,49.14,19.08,,F,,0,,47.06,92.23,E,16.73,59.35,125.11,18.14,,F,,0,,44.23
Consumers only,Standard DRI age groups,M 19-30 yr,GG16,potatoes_boiled,857,15.4,128.69,E,23.81,81.91,175.46,18.5,96.38,E,26.59,44.14,148.62,27.59,310.36,E,70.13,172.57,448.14,22.6,384.03,E,78.66,229.49,538.56,20.48
Consumers only,Standard DRI age groups,M 19-30 yr,GG17,potatoes_chips,857,13.9,46.68,E,9.16,28.68,64.67,19.62,28.03,E,7.92,12.47,43.59,28.26,,F,,0,,46.43,,F,,0,,93.33
Consumers only,Standard DRI age groups,M 19-30 yr,GG18,rutabaga,857,0.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,GG19,vegetable juice_canned,857,3.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,GG20,tomatoes,857,15.9,55.4,E,9.41,36.92,73.89,16.99,,F,,0,,38.07,122.67,,16.12,91.01,154.33,13.14,134.16,E,26.44,82.22,186.11,19.71
Consumers only,Standard DRI age groups,M 19-30 yr,GG21,tomatoes and tomato sauce_canned,857,15.5,148.36,,15.05,118.79,177.93,10.14,137.09,,16.37,104.93,169.25,11.94,233.3,E,46.58,141.79,324.81,19.97,326,E,82.64,163.64,488.36,25.35
Consumers only,Standard DRI age groups,M 19-30 yr,GG22,spinach,857,5.5,34.22,,4.29,25.8,42.64,12.54,28.93,E,5.82,17.5,40.36,20.12,,F,,0,,45.2,92.79,E,23.21,47.2,138.39,25.01
Consumers only,Standard DRI age groups,M 19-30 yr,GG23,asparagus,857,1.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,GG24,brussel sprouts,857,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,GG26,potatoes_baked,857,2.5,161.66,,17.88,126.54,196.78,11.06,165.29,E,27.49,111.28,219.29,16.63,288.15,,28.7,231.76,344.55,9.96,293.92,,31.83,231.38,356.46,10.83
Consumers only,Standard DRI age groups,M 19-30 yr,GG27,corn chips,857,4.8,67.01,E,16.62,34.36,99.67,24.8,,F,,0,,68.12,156.6,E,29.56,98.53,214.68,18.88,171.59,E,50.32,72.72,270.47,29.33
Consumers only,Standard DRI age groups,M 19-30 yr,HH01,apple juice_canned,857,8.3,452.28,E,112.07,232.1,672.46,24.78,,F,,0,,72.61,825.23,E,263.7,307.13,1343.33,31.95,,F,,0,,35.27
Consumers only,Standard DRI age groups,M 19-30 yr,HH02,applesauce_canned,857,2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,HH03,apples,857,15.2,178.69,,14.7,149.81,207.58,8.23,170.9,E,53.54,65.7,276.09,31.33,,F,,0,,78.74,316.78,E,97.86,124.5,509.05,30.89
Consumers only,Standard DRI age groups,M 19-30 yr,HH04,bananas,857,21.5,123.83,,9.56,105.05,142.6,7.72,,F,,0,,33.67,224.41,E,37.7,150.34,298.48,16.8,230.24,E,49.31,133.36,327.12,21.42
Consumers only,Standard DRI age groups,M 19-30 yr,HH05,blueberries,857,3.9,,F,,0,,58.13,,F,,0,,233.85,307.04,E,88.49,133.18,480.9,28.82,,F,,0,,36.59
Consumers only,Standard DRI age groups,M 19-30 yr,HH06,cherries,857,0.9,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,HH07,citrus fruit_raw,857,11.7,94.16,,12.07,70.45,117.87,12.82,86.36,E,14.6,57.66,115.05,16.91,197.44,,28.43,141.59,253.28,14.4,218.79,E,49.87,120.81,316.77,22.79
Consumers only,Standard DRI age groups,M 19-30 yr,HH08,citrus juice_frozen,857,1.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,HH09,citrus juice_canned,857,14.6,273.64,,29.87,214.96,332.31,10.92,205.69,E,40.82,125.49,285.88,19.85,510,,71.26,370,650.01,13.97,524.7,E,172.64,185.51,863.89,32.9
Consumers only,Standard DRI age groups,M 19-30 yr,HH10,grape juice_bottled,857,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,HH11,grapes,857,5.5,106.69,,12.32,82.49,130.9,11.55,100.9,,16.71,68.07,133.72,16.56,158.26,E,32.81,93.8,222.72,20.73,226.52,,33.66,160.37,292.66,14.86
Consumers only,Standard DRI age groups,M 19-30 yr,HH12,melons,857,2.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,HH13,peaches,857,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,HH14,pears,857,4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,HH15,pineapple,857,5.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,HH16,plums and prunes,857,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,HH17,raisins,857,0.8,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,HH18,raspberries,857,1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,HH19,strawberries,857,7.4,54.67,E,10.31,34.4,74.93,18.86,43.37,E,12.79,18.24,68.49,29.49,104.21,E,27.37,50.43,157.98,26.26,,F,,0,,91.44
Consumers only,Standard DRI age groups,M 19-30 yr,HH20,kiwi fruit,857,1.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,HH21,apricot,857,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,HH22,fruit drinks (cocktails),857,9.2,453.69,E,92.71,271.54,635.83,20.43,392.34,E,84.17,226.98,557.71,21.45,1175.12,E,331.25,524.31,1825.93,28.19,,F,,0,,34.03
Consumers only,Standard DRI age groups,M 19-30 yr,II01,cooking fats & salad oils,857,30.3,9.99,,1.46,7.12,12.87,14.61,5.55,,0.84,3.9,7.19,15.14,26.75,,4.22,18.46,35.03,15.78,34.22,,4.72,24.94,43.5,13.79
Consumers only,Standard DRI age groups,M 19-30 yr,II02,margarine,857,22.3,9.41,,1.36,6.74,12.09,14.45,6.4,E,1.41,3.62,9.18,22.03,19.3,E,4.13,11.18,27.42,21.4,28.78,,4.28,20.38,37.19,14.87
Consumers only,Standard DRI age groups,M 19-30 yr,II04,mayonnaise,857,5.8,,F,,0,,46.75,,F,,0,,71.61,153.22,E,49.53,55.91,250.52,32.33,,F,,0,,37.95
Consumers only,Standard DRI age groups,M 19-30 yr,II07,salad dressing,857,21,27.56,,2.54,22.58,32.55,9.22,22.33,E,4.29,13.9,30.76,19.21,45.35,,4.27,36.96,53.74,9.42,,F,,0,,37.57
Consumers only,Standard DRI age groups,M 19-30 yr,JJ01,chocolate bars,857,8.6,32.19,,5.23,21.91,42.48,16.25,,F,,0,,34.47,59.72,,8.84,42.36,77.07,14.8,,F,,0,,39.45
Consumers only,Standard DRI age groups,M 19-30 yr,JJ03,gelatin dessert,857,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,JJ04,honey_bottled,857,5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,JJ05,jams,857,3.7,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,JJ07,peanut butter,857,13.3,50.5,E,11.74,27.42,73.57,23.25,31.08,E,7.1,17.13,45.03,22.84,129,E,34.88,60.47,197.52,27.04,,F,,0,,46.77
Consumers only,Standard DRI age groups,M 19-30 yr,JJ08,puddings,857,0.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,JJ09,sugar,857,42,16.5,,1.51,13.54,19.46,9.15,10.07,,1.61,6.9,13.24,15.99,33.69,,5.4,23.08,44.29,16.03,49.22,,6.79,35.88,62.56,13.8
Consumers only,Standard DRI age groups,M 19-30 yr,JJ10,syrup,857,1.8,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,JJ11,seeds_shelled,857,2.6,,F,,0,,43.77,,F,,0,,105.52,,F,,0,,46.03,,F,,0,,39.63
Consumers only,Standard DRI age groups,M 19-30 yr,JJ12,nuts,857,8.3,34.27,E,7.72,19.1,49.44,22.53,28.02,E,9.33,9.68,46.36,33.3,76.35,E,17.17,42.62,110.07,22.49,,F,,0,,52.48
Consumers only,Standard DRI age groups,M 19-30 yr,JJ13,chewing gum,857,0.9,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,JJ15,candy,857,4,55.54,E,14.78,26.51,84.58,26.61,48.84,E,12.18,24.91,72.77,24.94,120.09,E,34.02,53.25,186.93,28.33,136.35,E,41.02,55.75,216.94,30.08
Consumers only,Standard DRI age groups,M 19-30 yr,KK01,alcoholic drinks_beer,857,24.4,862.34,,105.76,654.54,1070.13,12.26,682.82,E,142.84,402.17,963.46,20.92,1637.56,E,401.78,848.17,2426.94,24.54,2851.42,E,487.31,1893.99,3808.85,17.09
Consumers only,Standard DRI age groups,M 19-30 yr,KK02,alcoholic drinks_wine,857,2.5,146.51,,22.71,101.89,191.14,15.5,147.62,,21.45,105.48,189.77,14.53,,F,,0,,60.03,,F,,0,,33.68
Consumers only,Standard DRI age groups,M 19-30 yr,KK04,coffee,857,47.9,445.21,,29.12,388,502.42,6.54,410.41,,31.23,349.05,471.78,7.61,941.95,,78.51,787.7,1096.21,8.33,1115.27,,62.99,991.5,1239.03,5.65
Consumers only,Standard DRI age groups,M 19-30 yr,KK05,soft drinks,857,31.4,499.91,,36.39,428.42,571.4,7.28,370.11,,17.39,335.95,404.27,4.7,989.27,,118.02,757.4,1221.14,11.93,1258.36,,189.27,886.49,1630.23,15.04
Consumers only,Standard DRI age groups,M 19-30 yr,KK06,tea,857,24.5,495.37,E,90.95,316.69,674.06,18.36,377.34,,45.72,287.52,467.17,12.12,,F,,0,,36.25,1841.44,E,470.11,917.81,2765.08,25.53
Consumers only,Standard DRI age groups,M 19-30 yr,KK07,plant-based beverages,857,6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,LL01,cereals_mixed,857,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,LL02,desserts,857,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,LL03,dinners_cereal + vegetable + meat,857,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,LL04,dinners_meat or poultry + vegetable,857,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,LL05,formulae_milk base,857,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,LL06,formulae_soya base,857,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,LL07,fruit_apple or peach,857,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,LL08,meat_poultry or eggs,857,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,LL09,vegetables,857,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,MM01,popcorn_microwave,857,3.2,67.27,,9.6,48.4,86.13,14.27,69.69,E,11.94,46.23,93.15,17.13,107.18,E,19.29,69.28,145.08,18,126.74,E,29.26,69.26,184.22,23.09
Consumers only,Standard DRI age groups,M 19-30 yr,MM02,frozen entrees,857,0.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,NN01,pizza,857,17,282.03,,32.61,217.96,346.1,11.56,200,E,57.44,87.16,312.84,28.72,499.9,,44.92,411.64,588.15,8.99,632.84,,70.93,493.49,772.2,11.21
Consumers only,Standard DRI age groups,M 19-30 yr,NN02,french fries,857,14.1,79.5,,8.53,62.74,96.26,10.73,50.7,E,11.95,27.22,74.17,23.57,169.02,,17.13,135.37,202.67,10.13,183.3,,24.46,135.24,231.36,13.34
Consumers only,Standard DRI age groups,M 19-30 yr,NN03,hamburger,857,11.9,318.49,,31.22,257.16,379.82,9.8,295.44,,36.1,224.52,366.37,12.22,466.28,E,85.36,298.57,633.99,18.31,629.09,,66.32,498.79,759.39,10.54
Consumers only,Standard DRI age groups,M 19-30 yr,NN04,chicken burger,857,2.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,NN05,hot dogs,857,3.7,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,NN06,chicken nuggets,857,2.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,NN07,chow mein,857,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,NN08,fried rice,857,1.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,NN09,prepared breakfast sandwiches,857,5.6,238.56,E,48.3,143.66,333.45,20.25,,F,,0,,34.57,511.39,E,169.06,179.22,843.55,33.06,,F,,0,,43.2
Consumers only,Standard DRI age groups,M 19-30 yr,NN10,fast food sandwiches,857,28.6,222.37,,11.36,200.06,244.68,5.11,205.61,,14.1,177.91,233.3,6.86,357.48,,22.95,312.39,402.57,6.42,402.46,,36.14,331.45,473.47,8.98
Consumers only,Standard DRI age groups,M 19-30 yr,PP01,condiments,857,18.9,34.95,,5.42,24.3,45.6,15.51,,F,,0,,36.35,82.74,E,15.82,51.66,113.81,19.12,,F,,0,,36.16
Consumers only,Standard DRI age groups,M 19-30 yr,PP02,salt,857,42.5,1.23,,0.14,0.96,1.5,11.38,0.71,,0.11,0.49,0.94,15.49,2.83,,0.29,2.27,3.39,10.25,3.59,E,0.79,2.04,5.13,22.01
Consumers only,Standard DRI age groups,M 19-30 yr,PP03,baking powder,857,1.9,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,PP04,yeast,857,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,PP05,vanilla extract,857,3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 19-30 yr,PP06,herbs and spices,857,13.6,0.51,E,0.13,0.25,0.77,25.49,,F,,0,,63.64,,F,,0,,56.1,,F,,0,,56.25
Consumers only,Standard DRI age groups,M 19-30 yr,PP07,soya sauce,857,3.8,15.3,E,2.64,10.1,20.49,17.25,10.74,E,2.67,5.49,15.99,24.86,32.36,E,6.27,20.04,44.68,19.38,48.07,,5.46,37.33,58.8,11.36
Consumers only,Standard DRI age groups,M 19-30 yr,PP09,tap water_sample area,857,72.3,1339.31,,128.68,1086.49,1592.13,9.61,947.91,,116.84,718.36,1177.46,12.33,2859.45,,401.61,2070.4,3648.5,14.05,3906.59,E,682.68,2565.31,5247.87,17.48
Consumers only,Standard DRI age groups,M 19-30 yr,PP10,water_natural spring,857,27.3,1039.48,,93.26,856.26,1222.7,8.97,749.12,E,134.57,484.73,1013.5,17.96,1966.89,E,368.02,1243.84,2689.93,18.71,3005.07,,411.05,2197.48,3812.66,13.68
Consumers only,Standard DRI age groups,M 31-50 yr,AA01,milk_whole,2005,16.7,93.4,,11.77,70.27,116.52,12.6,33.99,,4.5,25.15,42.84,13.24,287.47,,40.55,207.8,367.13,14.11,405.2,,52.8,301.46,508.95,13.03
Consumers only,Standard DRI age groups,M 31-50 yr,AA02,milk_2%,2005,34.7,161.17,,9.61,142.29,180.04,5.96,121.99,,14.08,94.32,149.66,11.54,371.4,,26.17,319.99,422.82,7.05,489.09,,33.48,423.32,554.87,6.85
Consumers only,Standard DRI age groups,M 31-50 yr,AA03,milk_1%,2005,20.6,170.72,,19.79,131.84,209.61,11.59,66.63,E,11.2,44.64,88.63,16.81,401.9,E,82.05,240.7,563.1,20.42,687.6,,113.1,465.4,909.81,16.45
Consumers only,Standard DRI age groups,M 31-50 yr,AA04,milk_skim,2005,13.2,97.55,E,19.8,58.64,136.45,20.3,24.89,E,4.82,15.42,34.36,19.37,269.34,E,64.85,141.92,396.76,24.08,474.18,E,121.8,234.88,713.47,25.69
Consumers only,Standard DRI age groups,M 31-50 yr,AA05,evaporated milk_canned,2005,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,AA06,cream,2005,24.5,43.39,E,7.61,28.43,58.34,17.54,23.29,,2.71,17.96,28.61,11.64,,F,,0,,45.1,192.16,E,57.92,78.37,305.95,30.14
Consumers only,Standard DRI age groups,M 31-50 yr,AA07,ice cream,2005,9.3,124.21,,8.86,106.81,141.61,7.13,102.1,,8.21,85.97,118.24,8.04,238.23,E,42.13,155.44,321.01,17.68,239.82,E,47.38,146.72,332.92,19.76
Consumers only,Standard DRI age groups,M 31-50 yr,AA08,yogurt,2005,16.2,133.48,,10.09,113.66,153.31,7.56,97.61,,13.54,71.01,124.22,13.87,257.3,,20.41,217.21,297.39,7.93,274.16,,35.9,203.63,344.69,13.09
Consumers only,Standard DRI age groups,M 31-50 yr,AA09,cheese,2005,28.3,38.67,,3.21,32.35,44.98,8.3,21.04,,2.98,15.19,26.89,14.16,104.97,,9.85,85.62,124.33,9.38,124.32,,9.31,106.02,142.62,7.49
Consumers only,Standard DRI age groups,M 31-50 yr,AA10,cheese_cottage,2005,0.9,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,AA11,cheese_processed,2005,3,44.94,E,10.52,24.26,65.62,23.41,29.37,E,7.31,15.02,43.73,24.89,112.22,E,29.18,54.88,169.56,26,119.57,E,32.99,54.75,184.39,27.59
Consumers only,Standard DRI age groups,M 31-50 yr,AA12,butter,2005,15.7,13.28,,0.97,11.38,15.17,7.3,9.46,,1.03,7.42,11.49,10.89,28.38,E,5.28,18.01,38.75,18.6,28.38,E,7.78,13.09,43.67,27.41
Consumers only,Standard DRI age groups,M 31-50 yr,AA13,chocolate milk_1%,2005,2.5,524.13,,49.4,427.08,621.19,9.43,522.4,,70.6,383.69,661.11,13.51,874.06,,111.34,655.31,1092.82,12.74,886.92,E,162.76,567.15,1206.7,18.35
Consumers only,Standard DRI age groups,M 31-50 yr,AA14,buttermilk 1%,2005,0.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,BB01,beef_steak,2005,10.5,149.79,,11.61,126.97,172.6,7.75,138.5,,17.55,104.03,172.97,12.67,251.09,,17.34,217.02,285.16,6.91,272.48,,27.17,219.09,325.87,9.97
Consumers only,Standard DRI age groups,M 31-50 yr,BB02,beef_roast,2005,4.2,106.95,,16.49,74.54,139.35,15.42,63.97,E,19.25,26.16,101.79,30.09,232.5,E,38.78,156.3,308.7,16.68,,F,,0,,47.35
Consumers only,Standard DRI age groups,M 31-50 yr,BB03,beef_ground,2005,10.2,67.25,,6.05,55.36,79.14,9,52.35,,7.66,37.29,67.41,14.63,136.02,E,26.08,84.78,187.25,19.17,227.44,,19.89,188.36,266.52,8.75
Consumers only,Standard DRI age groups,M 31-50 yr,BB04,pork_fresh,2005,10.8,113.49,,7.99,97.8,129.18,7.04,93.2,,10.64,72.29,114.1,11.42,249.34,,16.51,216.91,281.78,6.62,267.44,,21.02,226.14,308.74,7.86
Consumers only,Standard DRI age groups,M 31-50 yr,BB05,pork_cured,2005,10.5,39.58,,5.75,28.28,50.88,14.53,23.41,E,5.65,12.32,34.5,24.13,84.88,E,25.5,34.78,134.99,30.04,135.65,E,23.97,88.57,182.74,17.67
Consumers only,Standard DRI age groups,M 31-50 yr,BB06,veal_cutlets,2005,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,BB07,lamb,2005,1.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,BB08,luncheon meats_cold cuts,2005,4.4,,F,,0,,43.68,,F,,0,,135.22,,F,,0,,35.09,,F,,0,,41.53
Consumers only,Standard DRI age groups,M 31-50 yr,BB09,luncheon meats_canned,2005,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,BB10,organ meats,2005,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,BB11,wieners & sausages,2005,5.1,108.01,,14.38,79.75,136.26,13.31,78.32,,12.6,53.57,103.07,16.09,224.46,E,48.3,129.57,319.36,21.52,293.37,E,56.75,181.86,404.88,19.34
Consumers only,Standard DRI age groups,M 31-50 yr,CC01,eggs,2005,29.4,92.36,,9.2,74.28,110.44,9.96,87.61,,6.53,74.78,100.45,7.45,159.9,,24.73,111.31,208.49,15.47,232.3,E,69.62,95.52,369.08,29.97
Consumers only,Standard DRI age groups,M 31-50 yr,CC02,poultry_chicken & turkey,2005,30.7,151.4,,10.42,130.93,171.87,6.88,119.31,,8.13,103.34,135.28,6.81,320.91,,23.14,275.44,366.38,7.21,390.42,,60.36,271.83,509.01,15.46
Consumers only,Standard DRI age groups,M 31-50 yr,CC03,poultry_liver pate,2005,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,DD01,fish_marine,2005,8.6,149.68,,10.62,128.82,170.54,7.1,146,,15.44,115.66,176.33,10.58,249.1,,23.18,203.55,294.65,9.31,305.24,E,51.13,204.79,405.7,16.75
Consumers only,Standard DRI age groups,M 31-50 yr,DD02,fish_fresh water,2005,1.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,DD03,fish_canned,2005,1.6,95.92,,13.53,69.34,122.49,14.11,76.67,E,13.79,49.57,103.76,17.99,232.19,,28.91,175.39,288.98,12.45,251.04,,31.08,189.98,312.11,12.38
Consumers only,Standard DRI age groups,M 31-50 yr,DD04,shellfish,2005,5.8,84.07,,12.97,58.6,109.55,15.43,,F,,0,,43.43,187.82,E,46.19,97.06,278.57,24.59,262.01,E,64.46,135.36,388.66,24.6
Consumers only,Standard DRI age groups,M 31-50 yr,EE01,soups_meat_canned,2005,2.4,314.95,E,73.55,170.46,459.45,23.35,,F,,0,,34.2,,F,,0,,37.57,,F,,0,,50.89
Consumers only,Standard DRI age groups,M 31-50 yr,EE02,soups_creamed_canned,2005,2.7,309.51,E,53.04,205.3,413.71,17.14,356.25,E,72.71,213.39,499.11,20.41,477.48,,65.07,349.63,605.32,13.63,488.26,E,99.32,293.12,683.4,20.34
Consumers only,Standard DRI age groups,M 31-50 yr,EE03,soups_broth_canned,2005,13.1,152.47,,18.12,116.86,188.07,11.88,131.6,E,26.7,79.15,184.05,20.29,338.17,,51.2,237.57,438.77,15.14,486.72,,55.99,376.72,596.73,11.5
Consumers only,Standard DRI age groups,M 31-50 yr,EE04,soups_dehydrated,2005,3.5,130.53,E,35.31,61.15,199.91,27.05,,F,,0,,74.14,313.44,E,99.89,117.18,509.7,31.87,,F,,0,,51.43
Consumers only,Standard DRI age groups,M 31-50 yr,FF01,bread_white,2005,22.9,105.29,,8.57,88.45,122.14,8.14,80.56,,7.01,66.79,94.33,8.7,201.28,E,41.24,120.26,282.3,20.49,304,E,52.06,201.71,406.29,17.13
Consumers only,Standard DRI age groups,M 31-50 yr,FF02,bread_whole wheat,2005,12.8,73.61,,4.56,64.66,82.56,6.19,69.1,,5.95,57.4,80.79,8.61,105.36,E,23.52,59.15,151.56,22.32,142.32,E,29.17,85,199.64,20.5
Consumers only,Standard DRI age groups,M 31-50 yr,FF03,bread_rye,2005,2.6,54.71,,8,38.99,70.42,14.62,45.21,E,9.95,25.67,64.75,22.01,80.48,E,17.81,45.48,115.48,22.13,98.56,E,19.36,60.52,136.59,19.64
Consumers only,Standard DRI age groups,M 31-50 yr,FF04,cake,2005,7.2,94.04,,8.11,78.1,109.98,8.62,68.89,,8.49,52.21,85.56,12.32,199.38,,17.78,164.46,234.31,8.92,229.31,,20.99,188.08,270.54,9.15
Consumers only,Standard DRI age groups,M 31-50 yr,FF05,cereal_cooked wheat,2005,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,FF06,cereal_corn,2005,1.5,38.11,,3.32,31.6,44.62,8.71,34.14,,4.69,24.92,43.35,13.74,,F,,0,,40.5,,F,,0,,73.63
Consumers only,Standard DRI age groups,M 31-50 yr,FF07,cereals_oatmeal,2005,7.8,291.08,,36.94,218.51,363.66,12.69,306.59,,41,226.03,387.15,13.37,492.04,E,122.88,250.61,733.47,24.97,755.22,E,133.65,492.63,1017.8,17.7
