Population_group,Population_Categorisation,population,TDS_FC_Code,TDS_FC_label,NumRespondents,PercentConsumers,Mean_grams_per_kilogrambodyweight_per_day,Mean_flag,Mean_SE,Mean_LCL,Mean_UCL,Mean_CV,P50,P50_flag,P50_SE,P50_LCL,P50_UCL,P50_CV,P90,P90_flag,P90_SE,P90_LCL,P90_UCL,P90_CV,P95,P95_flag,P95_SE,P95_LCL,P95_UCL,P95_CV
Consumers only,Total population (1+)_(M_F separately),1+ yr F,FF20,buns & rolls,10299,3.3,0.92,,0.05,0.82,1.03,5.43,0.74,,0.04,0.66,0.82,5.41,1.56,,0.16,1.23,1.88,10.26,2.1,,0.21,1.7,2.51,10
Consumers only,Total population (1+)_(M_F separately),1+ yr F,FF21,breads_other,10299,16.6,1.73,,0.07,1.6,1.86,4.05,1.39,,0.06,1.28,1.5,4.32,3.23,,0.19,2.85,3.61,5.88,4.53,,0.31,3.92,5.13,6.84
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG01,baked beans_canned,10299,1.3,3.03,E,0.84,1.37,4.69,27.72,,F,,0,,38.67,,F,,0,,35.92,,F,,0,,39.71
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG02,beans_string,10299,7.1,0.99,,0.06,0.87,1.11,6.06,0.63,,0.07,0.5,0.76,11.11,2.1,,0.13,1.84,2.36,6.19,2.64,,0.32,2.02,3.27,12.12
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG03,beets,10299,2.1,0.79,,0.1,0.6,0.98,12.66,0.54,,0.08,0.39,0.68,14.81,1.79,,0.2,1.4,2.19,11.17,2.27,E,0.4,1.49,3.05,17.62
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG04,broccoli,10299,11.4,1.2,,0.09,1.03,1.38,7.5,0.76,,0.08,0.6,0.91,10.53,2.91,,0.26,2.4,3.41,8.93,4.07,,0.47,3.14,5,11.55
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG05,cabbage,10299,10.2,0.83,,0.08,0.68,0.98,9.64,0.34,,0.04,0.25,0.42,11.76,2.22,,0.23,1.77,2.67,10.36,3.26,,0.31,2.65,3.88,9.51
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG06,carrots,10299,28.5,0.68,,0.03,0.63,0.74,4.41,0.35,,0.02,0.31,0.38,5.71,1.8,,0.09,1.62,1.97,5,2.45,,0.15,2.16,2.74,6.12
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG07,cauliflowers,10299,4.1,1.25,,0.12,1.02,1.48,9.6,0.88,,0.12,0.63,1.12,13.64,2.85,,0.3,2.27,3.44,10.53,3.29,,0.44,2.42,4.16,13.37
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG08,celery,10299,18.2,0.27,,0.02,0.23,0.3,7.41,0.14,,0.01,0.12,0.15,7.14,0.59,,0.08,0.42,0.75,13.56,1.04,,0.14,0.77,1.31,13.46
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG09,corn,10299,6.4,1.3,,0.1,1.11,1.49,7.69,0.76,,0.06,0.63,0.89,7.89,3.22,,0.35,2.53,3.91,10.87,4.4,,0.59,3.24,5.57,13.41
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG10,cucumbers,10299,18.5,1.06,,0.07,0.91,1.2,6.6,0.45,,0.03,0.39,0.51,6.67,2.54,,0.19,2.17,2.92,7.48,3.74,,0.56,2.65,4.83,14.97
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG11,lettuce,10299,21.5,0.69,,0.03,0.63,0.76,4.35,0.48,,0.02,0.43,0.53,4.17,1.58,,0.15,1.28,1.88,9.49,2.35,,0.14,2.08,2.62,5.96
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG12,mushrooms,10299,7.8,0.49,,0.05,0.39,0.58,10.2,0.23,,0.03,0.17,0.29,13.04,1.35,,0.15,1.05,1.65,11.11,1.57,,0.21,1.17,1.98,13.38
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG13,onions,10299,39.4,0.38,,0.01,0.36,0.41,2.63,0.22,,0.01,0.2,0.24,4.55,0.88,,0.04,0.8,0.95,4.55,1.27,,0.08,1.12,1.42,6.3
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG14,peas,10299,6.2,0.69,,0.07,0.56,0.83,10.14,0.37,,0.05,0.28,0.46,13.51,1.61,E,0.31,1,2.21,19.25,3.11,,0.39,2.34,3.87,12.54
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG15,peppers,10299,17.3,0.58,,0.04,0.51,0.66,6.9,0.29,,0.03,0.24,0.35,10.34,1.43,,0.14,1.16,1.7,9.79,2.06,,0.27,1.53,2.58,13.11
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG16,potatoes_boiled,10299,18.6,1.61,,0.06,1.49,1.74,3.73,1.09,,0.06,0.96,1.21,5.5,3.41,,0.19,3.04,3.78,5.57,4.82,,0.23,4.37,5.27,4.77
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG17,potatoes_chips,10299,8.4,0.65,,0.05,0.55,0.74,7.69,0.43,,0.02,0.39,0.48,4.65,1.31,,0.12,1.07,1.54,9.16,1.93,,0.16,1.61,2.25,8.29
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG18,rutabaga,10299,2,0.99,E,0.17,0.65,1.33,17.17,0.58,E,0.12,0.35,0.81,20.69,2.68,E,0.61,1.48,3.89,22.76,2.7,E,0.78,1.17,4.24,28.89
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG19,vegetable juice_canned,10299,1.9,4.1,,0.28,3.55,4.64,6.83,3.52,,0.31,2.91,4.13,8.81,7.35,,0.76,5.86,8.84,10.34,9.42,,1.55,6.38,12.47,16.45
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG20,tomatoes,10299,23.3,1.15,,0.06,1.04,1.26,5.22,0.67,,0.04,0.59,0.75,5.97,2.53,,0.17,2.19,2.87,6.72,3.59,,0.35,2.91,4.28,9.75
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG21,tomatoes and tomato sauce_canned,10299,14.3,1.92,,0.1,1.72,2.13,5.21,1.38,,0.08,1.21,1.54,5.8,4.19,,0.24,3.71,4.66,5.73,5.79,,0.67,4.46,7.11,11.57
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG22,spinach,10299,7.6,0.69,,0.08,0.53,0.85,11.59,0.34,,0.03,0.27,0.4,8.82,1.63,E,0.37,0.92,2.35,22.7,2.77,E,0.59,1.61,3.92,21.3
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG23,asparagus,10299,1.6,1.19,,0.12,0.95,1.43,10.08,1.03,,0.13,0.77,1.28,12.62,2.45,,0.3,1.86,3.04,12.24,3.03,,0.36,2.31,3.74,11.88
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG24,brussel sprouts,10299,0.7,1.57,E,0.39,0.8,2.34,24.84,,F,,0,,40.66,3.09,E,0.89,1.34,4.84,28.8,4.92,E,1.06,2.84,7,21.54
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG26,potatoes_baked,10299,5.3,2.49,,0.2,2.1,2.89,8.03,1.98,,0.11,1.75,2.2,5.56,4.43,,0.35,3.75,5.12,7.9,5.37,,0.89,3.63,7.11,16.57
Consumers only,Total population (1+)_(M_F separately),1+ yr F,GG27,corn chips,10299,5.2,0.74,,0.06,0.62,0.86,8.11,0.44,,0.04,0.36,0.52,9.09,1.52,,0.25,1.02,2.02,16.45,2.16,E,0.36,1.46,2.86,16.67
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH01,apple juice_canned,10299,5.1,7.17,,0.39,6.4,7.93,5.44,4.85,,0.43,3.99,5.7,8.87,15.21,,1.33,12.6,17.81,8.74,19.23,,1.4,16.48,21.98,7.28
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH02,applesauce_canned,10299,2.4,3.47,,0.27,2.94,3.99,7.78,2.42,,0.3,1.83,3.02,12.4,7.73,,0.82,6.11,9.35,10.61,9.86,,1.4,7.11,12.61,14.2
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH03,apples,10299,20.8,3.29,,0.08,3.14,3.44,2.43,2.79,,0.06,2.68,2.9,2.15,6.06,,0.26,5.55,6.56,4.29,8.35,,0.36,7.65,9.04,4.31
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH04,bananas,10299,24.3,2.03,,0.05,1.93,2.12,2.46,1.73,,0.04,1.66,1.81,2.31,3.36,,0.15,3.06,3.66,4.46,5.17,,0.26,4.66,5.67,5.03
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH05,blueberries,10299,6.9,1.13,,0.09,0.96,1.31,7.96,0.65,,0.08,0.5,0.8,12.31,2.57,,0.31,1.96,3.18,12.06,3.67,,0.46,2.76,4.58,12.53
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH06,cherries,10299,2.1,1.93,,0.28,1.39,2.48,14.51,1.48,,0.2,1.09,1.88,13.51,3.34,E,0.72,1.93,4.74,21.56,,F,,0,,57.54
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH07,citrus fruit_raw,10299,21.4,2.01,,0.08,1.85,2.16,3.98,1.47,,0.09,1.3,1.64,6.12,4.52,,0.27,3.98,5.06,5.97,6.65,,0.39,5.88,7.42,5.86
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH08,citrus juice_frozen,10299,1.2,4.6,E,0.84,2.96,6.25,18.26,4.43,E,1.24,1.99,6.87,27.99,8.31,E,1.7,4.96,11.66,20.46,,F,,0,,46.29
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH09,citrus juice_canned,10299,14.3,4.32,,0.16,4.02,4.63,3.7,3.36,,0.12,3.13,3.59,3.57,8.01,,0.58,6.87,9.16,7.24,11.3,,0.98,9.38,13.23,8.67
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH10,grape juice_bottled,10299,0.4,6.96,E,1.18,4.63,9.28,16.95,5.16,E,1.13,2.94,7.39,21.9,14.17,E,3.73,6.84,21.49,26.32,16.46,E,4.86,6.92,26.01,29.53
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH11,grapes,10299,9.4,1.74,,0.09,1.55,1.92,5.17,1.19,,0.06,1.07,1.31,5.04,3.92,,0.43,3.08,4.77,10.97,5.78,,0.41,4.97,6.59,7.09
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH12,melons,10299,5.2,5.16,,0.42,4.33,5.99,8.14,2.72,,0.36,2.02,3.42,13.24,12.68,,0.99,10.73,14.63,7.81,15,,1.78,11.5,18.5,11.87
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH13,peaches,10299,3.1,2.53,,0.15,2.23,2.83,5.93,2.25,,0.11,2.03,2.47,4.89,4.22,,0.42,3.39,5.04,9.95,6.14,,0.77,4.62,7.65,12.54
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH14,pears,10299,4.2,2.77,,0.16,2.46,3.08,5.78,2.39,,0.11,2.17,2.6,4.6,4.37,E,0.78,2.82,5.91,17.85,7.59,,0.78,6.06,9.11,10.28
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH15,pineapple,10299,3.2,1.58,,0.15,1.28,1.87,9.49,1.04,,0.11,0.81,1.26,10.58,3.08,,0.45,2.2,3.95,14.61,4.42,E,1.2,2.07,6.77,27.15
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH16,plums and prunes,10299,1.6,2.34,E,0.48,1.4,3.28,20.51,1.02,E,0.19,0.65,1.39,18.63,5.49,E,1.66,2.23,8.76,30.24,9.14,E,2.12,4.96,13.31,23.19
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH17,raisins,10299,3.1,0.57,E,0.18,0.22,0.92,31.58,0.19,,0.03,0.14,0.25,15.79,,F,,0,,87.06,,F,,0,,160.75
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH18,raspberries,10299,4.8,0.74,,0.08,0.57,0.9,10.81,0.3,,0.04,0.22,0.39,13.33,1.9,E,0.33,1.26,2.54,17.37,3.2,,0.5,2.22,4.17,15.63
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH19,strawberries,10299,11.3,1.46,,0.12,1.24,1.69,8.22,0.82,,0.05,0.72,0.92,6.1,3.06,,0.3,2.48,3.65,9.8,4.63,,0.46,3.73,5.53,9.94
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH20,kiwi fruit,10299,1.5,1.83,,0.2,1.43,2.23,10.93,1.25,,0.13,1,1.5,10.4,3.7,E,0.63,2.47,4.94,17.03,5.03,,0.72,3.61,6.44,14.31
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH21,apricot,10299,0.8,0.77,E,0.22,0.33,1.2,28.57,0.43,E,0.12,0.2,0.67,27.91,,F,,0,,230.87,,F,,0,,265.76
Consumers only,Total population (1+)_(M_F separately),1+ yr F,HH22,fruit drinks (cocktails),10299,9.8,6.01,,0.23,5.56,6.47,3.83,4.36,,0.29,3.79,4.93,6.65,11.98,,0.53,10.94,13.02,4.42,15.09,,1,13.13,17.05,6.63
Consumers only,Total population (1+)_(M_F separately),1+ yr F,II01,cooking fats & salad oils,10299,27.2,0.14,,0.01,0.13,0.15,7.14,0.08,,0,0.07,0.09,0,0.31,,0.02,0.26,0.35,6.45,0.48,,0.04,0.4,0.56,8.33
Consumers only,Total population (1+)_(M_F separately),1+ yr F,II02,margarine,10299,24.7,0.15,,0.01,0.14,0.16,6.67,0.1,,0,0.09,0.1,0,0.29,,0.01,0.27,0.31,3.45,0.4,,0.04,0.33,0.48,10
Consumers only,Total population (1+)_(M_F separately),1+ yr F,II04,mayonnaise,10299,6,0.26,,0.02,0.23,0.3,7.69,0.19,,0.02,0.16,0.22,10.53,0.53,,0.06,0.41,0.64,11.32,0.77,,0.11,0.55,0.99,14.29
Consumers only,Total population (1+)_(M_F separately),1+ yr F,II07,salad dressing,10299,19.4,0.44,,0.02,0.41,0.47,4.55,0.32,,0.02,0.28,0.35,6.25,0.88,,0.03,0.81,0.95,3.41,1.1,,0.09,0.93,1.27,8.18
Consumers only,Total population (1+)_(M_F separately),1+ yr F,JJ01,chocolate bars,10299,14.6,0.58,,0.05,0.48,0.67,8.62,0.31,,0.02,0.27,0.35,6.45,1.17,,0.12,0.93,1.42,10.26,1.85,E,0.49,0.89,2.8,26.49
Consumers only,Total population (1+)_(M_F separately),1+ yr F,JJ03,gelatin dessert,10299,0.7,1.96,E,0.37,1.24,2.68,18.88,1.29,E,0.29,0.71,1.87,22.48,4.66,E,0.96,2.76,6.55,20.6,6.86,E,1.34,4.22,9.5,19.53
Consumers only,Total population (1+)_(M_F separately),1+ yr F,JJ04,honey_bottled,10299,4.8,0.23,,0.02,0.19,0.27,8.7,0.12,E,0.02,0.09,0.15,16.67,0.47,E,0.08,0.31,0.63,17.02,0.77,,0.09,0.59,0.94,11.69
Consumers only,Total population (1+)_(M_F separately),1+ yr F,JJ05,jams,10299,8.3,0.35,,0.02,0.3,0.39,5.71,0.25,,0.01,0.22,0.27,4,0.66,,0.08,0.51,0.81,12.12,1.1,,0.1,0.9,1.3,9.09
Consumers only,Total population (1+)_(M_F separately),1+ yr F,JJ07,peanut butter,10299,13.3,0.41,,0.03,0.35,0.47,7.32,0.28,,0.01,0.25,0.31,3.57,0.82,,0.06,0.69,0.94,7.32,1.15,,0.09,0.97,1.33,7.83
Consumers only,Total population (1+)_(M_F separately),1+ yr F,JJ08,puddings,10299,2.3,2.35,,0.17,2.02,2.69,7.23,1.83,,0.14,1.56,2.09,7.65,4.29,E,0.8,2.73,5.85,18.65,6.51,,0.93,4.67,8.34,14.29
Consumers only,Total population (1+)_(M_F separately),1+ yr F,JJ09,sugar,10299,31.9,0.19,,0.01,0.18,0.21,5.26,0.12,,0,0.11,0.13,0,0.41,,0.02,0.38,0.45,4.88,0.55,,0.02,0.51,0.6,3.64
Consumers only,Total population (1+)_(M_F separately),1+ yr F,JJ10,syrup,10299,4.9,0.76,,0.06,0.64,0.88,7.89,0.6,,0.05,0.5,0.69,8.33,1.73,,0.19,1.35,2.1,10.98,2.05,E,0.37,1.32,2.78,18.05
Consumers only,Total population (1+)_(M_F separately),1+ yr F,JJ11,seeds_shelled,10299,5.8,0.46,E,0.11,0.23,0.68,23.91,0.19,,0.02,0.15,0.23,10.53,,F,,0,,52.68,,F,,0,,37.69
Consumers only,Total population (1+)_(M_F separately),1+ yr F,JJ12,nuts,10299,14.7,0.47,,0.03,0.41,0.53,6.38,0.26,,0.02,0.22,0.29,7.69,1.08,,0.12,0.85,1.32,11.11,1.75,,0.17,1.41,2.09,9.71
Consumers only,Total population (1+)_(M_F separately),1+ yr F,JJ13,chewing gum,10299,0.9,0.08,,0.01,0.06,0.1,12.5,0.05,E,0.01,0.03,0.06,20,,F,,0,,64.29,,F,,0,,88.89
Consumers only,Total population (1+)_(M_F separately),1+ yr F,JJ15,candy,10299,8.7,0.55,,0.04,0.47,0.63,7.27,0.25,,0.03,0.2,0.31,12,1.44,,0.12,1.21,1.67,8.33,1.78,,0.23,1.33,2.23,12.92
Consumers only,Total population (1+)_(M_F separately),1+ yr F,KK01,alcoholic drinks_beer,10299,4.2,8.54,,0.4,7.75,9.33,4.68,6.13,,0.51,5.14,7.13,8.32,15.31,,1.16,13.03,17.59,7.58,19.4,,1.89,15.68,23.12,9.74
Consumers only,Total population (1+)_(M_F separately),1+ yr F,KK02,alcoholic drinks_wine,10299,11.5,3.92,,0.17,3.58,4.26,4.34,3.27,,0.19,2.9,3.64,5.81,7.36,,0.55,6.27,8.44,7.47,9.91,,0.49,8.95,10.88,4.94
Consumers only,Total population (1+)_(M_F separately),1+ yr F,KK04,coffee,10299,52.7,6.26,,0.13,6,6.53,2.08,5.02,,0.12,4.78,5.25,2.39,12,,0.3,11.42,12.58,2.5,14.43,,0.59,13.28,15.59,4.09
Consumers only,Total population (1+)_(M_F separately),1+ yr F,KK05,soft drinks,10299,18.8,6.13,,0.19,5.76,6.5,3.1,5.04,,0.12,4.8,5.28,2.38,10.86,,0.59,9.7,12.03,5.43,13.97,,0.92,12.16,15.79,6.59
Consumers only,Total population (1+)_(M_F separately),1+ yr F,KK06,tea,10299,29.8,6.29,,0.16,5.97,6.61,2.54,4.78,,0.16,4.46,5.09,3.35,12.06,,0.39,11.29,12.83,3.23,16.01,,0.85,14.34,17.68,5.31
Consumers only,Total population (1+)_(M_F separately),1+ yr F,KK07,plant-based beverages,10299,4.9,3.86,,0.25,3.36,4.36,6.48,2.91,,0.23,2.47,3.36,7.9,7.22,,0.8,5.66,8.79,11.08,10.51,,1.18,8.19,12.84,11.23
Consumers only,Total population (1+)_(M_F separately),1+ yr F,LL01,cereals_mixed,10299,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Total population (1+)_(M_F separately),1+ yr F,LL02,desserts,10299,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Total population (1+)_(M_F separately),1+ yr F,LL03,dinners_cereal + vegetable + meat,10299,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Total population (1+)_(M_F separately),1+ yr F,LL04,dinners_meat or poultry + vegetable,10299,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Total population (1+)_(M_F separately),1+ yr F,LL05,formulae_milk base,10299,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Total population (1+)_(M_F separately),1+ yr F,LL06,formulae_soya base,10299,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Total population (1+)_(M_F separately),1+ yr F,LL07,fruit_apple or peach,10299,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Total population (1+)_(M_F separately),1+ yr F,LL08,meat_poultry or eggs,10299,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Total population (1+)_(M_F separately),1+ yr F,LL09,vegetables,10299,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Total population (1+)_(M_F separately),1+ yr F,MM01,popcorn_microwave,10299,5.3,0.58,,0.05,0.49,0.68,8.62,0.35,,0.04,0.27,0.43,11.43,1.35,,0.17,1.01,1.68,12.59,1.82,,0.2,1.42,2.21,10.99
Consumers only,Total population (1+)_(M_F separately),1+ yr F,MM02,frozen entrees,10299,0.7,,F,,0,,36.13,4.29,,0.69,2.92,5.65,16.08,,F,,0,,83.64,,F,,0,,39.88
Consumers only,Total population (1+)_(M_F separately),1+ yr F,NN01,pizza,10299,8.1,3.76,,0.29,3.19,4.33,7.71,2.39,,0.26,1.89,2.89,10.88,9.77,,0.96,7.87,11.66,9.83,11.71,,0.61,10.51,12.92,5.21
Consumers only,Total population (1+)_(M_F separately),1+ yr F,NN02,french fries,10299,9.8,1.26,,0.08,1.09,1.42,6.35,0.93,,0.05,0.83,1.03,5.38,2.48,,0.39,1.72,3.24,15.73,3.98,,0.55,2.89,5.07,13.82
Consumers only,Total population (1+)_(M_F separately),1+ yr F,NN03,hamburger,10299,6.4,2.83,,0.12,2.59,3.06,4.24,2.52,,0.11,2.3,2.74,4.37,4.66,,0.21,4.25,5.06,4.51,5.43,,0.37,4.7,6.17,6.81
Consumers only,Total population (1+)_(M_F separately),1+ yr F,NN04,chicken burger,10299,0.7,3.21,,0.19,2.83,3.58,5.92,2.81,,0.25,2.32,3.3,8.9,4.78,,0.51,3.78,5.78,10.67,6.07,,0.97,4.17,7.98,15.98
Consumers only,Total population (1+)_(M_F separately),1+ yr F,NN05,hot dogs,10299,2.6,2.21,,0.13,1.95,2.47,5.88,1.81,,0.15,1.51,2.11,8.29,3.84,,0.3,3.26,4.42,7.81,4.79,,0.54,3.73,5.85,11.27
Consumers only,Total population (1+)_(M_F separately),1+ yr F,NN06,chicken nuggets,10299,2.4,2.1,,0.15,1.81,2.39,7.14,1.65,,0.1,1.45,1.84,6.06,3.85,,0.42,3.03,4.67,10.91,5.05,E,1.1,2.9,7.21,21.78
Consumers only,Total population (1+)_(M_F separately),1+ yr F,NN07,chow mein,10299,0.7,4.99,E,1.01,3.01,6.97,20.24,3.22,E,0.7,1.84,4.6,21.74,12.43,E,2.53,7.46,17.4,20.35,14.1,E,2.81,8.58,19.62,19.93
Consumers only,Total population (1+)_(M_F separately),1+ yr F,NN08,fried rice,10299,1.8,3.83,,0.5,2.85,4.81,13.05,2.83,,0.28,2.29,3.38,9.89,8.21,E,1.96,4.36,12.06,23.87,10.72,E,3.42,4,17.43,31.9
Consumers only,Total population (1+)_(M_F separately),1+ yr F,NN09,prepared breakfast sandwiches,10299,2.4,2.29,,0.18,1.94,2.64,7.86,1.8,,0.16,1.49,2.11,8.89,4,,0.51,2.99,5,12.75,4.52,E,1.04,2.48,6.56,23.01
Consumers only,Total population (1+)_(M_F separately),1+ yr F,NN10,fast food sandwiches,10299,22.1,3.06,,0.08,2.91,3.21,2.61,2.41,,0.08,2.25,2.56,3.32,5.63,,0.22,5.2,6.06,3.91,6.79,,0.41,5.98,7.59,6.04
Consumers only,Total population (1+)_(M_F separately),1+ yr F,PP01,condiments,10299,12.1,0.41,,0.03,0.36,0.46,7.32,0.23,,0.01,0.21,0.26,4.35,0.97,,0.15,0.67,1.27,15.46,1.53,,0.13,1.28,1.78,8.5
Consumers only,Total population (1+)_(M_F separately),1+ yr F,PP02,salt,10299,41.2,0.02,,0,0.01,0.02,0,0.01,,0,0.01,0.01,0,0.04,,0,0.03,0.04,0,0.05,,0,0.05,0.06,0
Consumers only,Total population (1+)_(M_F separately),1+ yr F,PP03,baking powder,10299,2,0.02,,0,0.01,0.02,0,0.01,,0,0.01,0.01,0,0.04,E,0.01,0.02,0.06,25,0.07,,0.01,0.04,0.09,14.29
Consumers only,Total population (1+)_(M_F separately),1+ yr F,PP04,yeast,10299,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Total population (1+)_(M_F separately),1+ yr F,PP05,vanilla extract,10299,2.5,0,,0,0,0,0,0,,0,0,0,0,0.01,,0,0.01,0.02,0,0.01,,0,0.01,0.02,0
Consumers only,Total population (1+)_(M_F separately),1+ yr F,PP06,herbs and spices,10299,18.9,0.01,,0,0.01,0.01,0,0,,0,0,0,0,0.02,,0,0.01,0.02,0,0.03,,0,0.02,0.04,0
Consumers only,Total population (1+)_(M_F separately),1+ yr F,PP07,soya sauce,10299,4.8,0.18,,0.02,0.15,0.21,11.11,0.11,,0.01,0.09,0.12,9.09,0.4,,0.06,0.29,0.52,15,0.56,,0.08,0.41,0.71,14.29
Consumers only,Total population (1+)_(M_F separately),1+ yr F,PP09,tap water_sample area,10299,72.9,14.91,,0.28,14.35,15.46,1.88,11.49,,0.36,10.78,12.2,3.13,30.7,,0.73,29.26,32.14,2.38,39.35,,1.18,37.03,41.66,3
Consumers only,Total population (1+)_(M_F separately),1+ yr F,PP10,water_natural spring,10299,28.9,14.56,,0.4,13.77,15.35,2.75,10.93,,0.51,9.93,11.93,4.67,28.96,,0.97,27.06,30.87,3.35,36.56,,1.71,33.19,39.92,4.68
Consumers only,Total population (1+)_(M_F separately),1+ yr M,AA01,milk_whole,9371,19.3,5.32,,0.43,4.49,6.16,8.08,0.51,E,0.1,0.31,0.7,19.61,11.45,,1.76,7.99,14.92,15.37,32.45,,4.26,24.09,40.82,13.13
Consumers only,Total population (1+)_(M_F separately),1+ yr M,AA02,milk_2%,9371,41.8,4.02,,0.15,3.71,4.32,3.73,1.69,,0.09,1.51,1.87,5.33,9.27,,0.42,8.44,10.09,4.53,15.37,,0.74,13.91,16.82,4.81
Consumers only,Total population (1+)_(M_F separately),1+ yr M,AA03,milk_1%,9371,21.3,3.02,,0.2,2.62,3.42,6.62,0.93,,0.11,0.71,1.15,11.83,7.69,,0.61,6.5,8.88,7.93,12.52,,1.04,10.48,14.56,8.31
Consumers only,Total population (1+)_(M_F separately),1+ yr M,AA04,milk_skim,9371,13.7,1.27,,0.11,1.06,1.48,8.66,0.25,,0.03,0.19,0.31,12,4.23,,0.51,3.23,5.22,12.06,6.62,,0.49,5.67,7.58,7.4
Consumers only,Total population (1+)_(M_F separately),1+ yr M,AA05,evaporated milk_canned,9371,0.6,,F,,0,,50.49,,F,,0,,84.21,,F,,0,,39.72,,F,,0,,44.11
Consumers only,Total population (1+)_(M_F separately),1+ yr M,AA06,cream,9371,19.2,0.47,,0.04,0.39,0.54,8.51,0.28,,0.02,0.25,0.31,7.14,0.9,,0.1,0.71,1.09,11.11,1.52,E,0.38,0.78,2.27,25
Consumers only,Total population (1+)_(M_F separately),1+ yr M,AA07,ice cream,9371,10.9,2.05,,0.1,1.86,2.24,4.88,1.29,,0.08,1.14,1.45,6.2,4.44,,0.26,3.92,4.96,5.86,5.81,,0.53,4.77,6.86,9.12
Consumers only,Total population (1+)_(M_F separately),1+ yr M,AA08,yogurt,9371,18.4,2.74,,0.1,2.54,2.94,3.65,1.6,,0.07,1.46,1.74,4.38,6.11,,0.34,5.45,6.78,5.56,9.24,,0.53,8.2,10.29,5.74
Consumers only,Total population (1+)_(M_F separately),1+ yr M,AA09,cheese,9371,28.6,0.7,,0.03,0.64,0.77,4.29,0.36,,0.03,0.31,0.41,8.33,1.56,,0.08,1.41,1.71,5.13,2.33,,0.17,2,2.66,7.3
Consumers only,Total population (1+)_(M_F separately),1+ yr M,AA10,cheese_cottage,9371,1.3,1.52,E,0.31,0.91,2.14,20.39,0.98,E,0.25,0.49,1.48,25.51,,F,,0,,38.22,,F,,0,,41.16
Consumers only,Total population (1+)_(M_F separately),1+ yr M,AA11,cheese_processed,9371,4.3,0.51,,0.03,0.45,0.58,5.88,0.33,,0.03,0.27,0.39,9.09,1.09,,0.1,0.89,1.28,9.17,1.41,,0.15,1.11,1.7,10.64
