Groupe_de_population,Catégorisation_population,population,EAT_AC_Code,EAT_AC_étiquette,NombreRépondants,PourcentageConsommateurs,Moy_grammes_par_kilogramme_de_poids_corporel_par_jour ,Moy_indicateur,Moy_ET,Moy_LCI,Moy_LCS,Moy_CV,C50,C50_ indicateur,C50_ET,C50_LCI,C50_LCS,C50_CV,C90,C90_ indicateur,C90_ET,C90_LCI,C90_LCS,C90_CV,C95,C95_ indicateur,C95_ET,C95_LCI,C95_LCS,C95_CV
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,HH22,Boisson aux fruits (cocktails),3161,16.4,1.6,,0.12,1.37,1.84,7.5,0,,2.71,0,5.32,0,6.88,,0.61,5.67,8.08,8.87,10.86,,0.54,9.8,11.92,4.97
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,II01,Huiles à friture et huiles à salade,3161,25.6,0.05,E,0.01,0.04,0.06,20,0,,0.03,0,0.06,0,0.14,,0.02,0.11,0.17,14.29,0.3,E,0.05,0.2,0.4,16.67
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,II02,Margarine,3161,20.4,0.04,,0,0.04,0.05,0,0,,0.03,0,0.06,0,0.15,,0.01,0.12,0.18,6.67,0.27,,0.02,0.24,0.3,7.41
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,II04,Mayonnaise,3161,3.8,0.02,,0,0.01,0.02,0,0,,1.75,0,3.44,0,0,,0.12,0,0.24,0,0,,0.05,0,0.1,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,II07,Vinaigrette,3161,10.4,0.06,E,0.01,0.04,0.07,16.67,0,,0.14,0,0.27,0,,F,,,,44.44,0.41,,0.05,0.31,0.51,12.2
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,JJ01,Barres de chocolat,3161,14.7,0.13,,0.01,0.1,0.15,7.69,0,,0.15,0,0.3,0,0.29,E,0.05,0.19,0.4,17.24,0.84,,0.09,0.67,1.01,10.71
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,JJ03,Dessert à base de gélatine,3161,0.7,0.01,,0,0,0.02,0,0,,32.17,0,63.2,0,0,,8.67,0,17.03,0,0,,5.6,0,11,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,JJ04,Miel en bouteille,3161,2.3,0.01,,0,0.01,0.02,0,0,,6.64,0,13.05,0,0,,0.43,0,0.85,0,0,,0.11,0,0.22,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,JJ05,Confitures,3161,6.9,0.05,E,0.01,0.03,0.06,20,0,,0.35,0,0.68,0,0,,0.07,0,0.13,0,0.25,E,0.06,0.14,0.37,24
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,JJ07,Beurre d’arachide,3161,11.9,0.1,E,0.02,0.06,0.13,20,0,,0.26,0,0.5,0,,F,,,,33.33,0.61,,0.08,0.45,0.77,13.11
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,JJ08,Pouding,3161,2.7,0.12,E,0.02,0.07,0.16,16.67,0,,31.82,0,62.51,0,0,,2.23,0,4.38,0,0,,0.88,0,1.72,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,JJ09,Sucre,3161,22.3,0.06,,0,0.05,0.07,0,0,,0.03,0,0.05,0,0.22,,0.02,0.18,0.26,9.09,0.37,,0.02,0.33,0.41,5.41
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,JJ10,Sirop,3161,8.3,0.1,E,0.02,0.07,0.13,20,0,,0.98,0,1.92,0,0,,0.14,0,0.28,0,0.76,E,0.16,0.45,1.06,21.05
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,JJ11,Graines écalées,3161,2.5,0.02,,0,0.01,0.02,0,0,,22.89,0,44.98,0,0,,0.72,0,1.41,0,0,,0.11,0,0.21,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,JJ12,Noix,3161,7.9,0.05,E,0.01,0.04,0.07,20,0,,0.21,0,0.41,0,0,,0.02,0,0.04,0,,F,,,,53.33
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,JJ13,Gomme à mâcher,3161,1.2,0,,0,0,0,0,0,,3.42,0,6.71,0,0,,1.22,0,2.39,0,0,,0.62,0,1.22,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,JJ15,Bonbons (réglisse et bonbons gélifiés),3161,16.7,0.14,,0.02,0.11,0.17,14.29,0,,0.17,0,0.34,0,0.37,,0.06,0.25,0.48,16.22,0.86,,0.11,0.64,1.07,12.79
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,KK01,Boissons alcoolisées_bières,3161,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,KK02,Boissons alcoolisées_vin,3161,0.7,0,,0,0,0.01,0,0,,10.95,0,21.51,0,0,,2.88,0,5.66,0,0,,2.04,0,4.02,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,KK04,Café,3161,6,0.2,,0.03,0.14,0.25,15,0,,3.95,0,7.77,0,0,,0.32,0,0.64,0,,F,,,,40.54
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,KK05,Boissons gazeuses en canette,3161,14.2,0.98,,0.07,0.84,1.12,7.14,0,,2.89,0,5.69,0,4.5,,0.49,3.54,5.46,10.89,7.63,,0.43,6.79,8.48,5.64
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,KK06,Thé,3161,10.7,0.74,,0.07,0.61,0.88,9.46,0,,3.49,0,6.86,0,2,E,0.62,0.79,3.22,31,6.22,,0.53,5.19,7.25,8.52
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,KK07,Boisson au soja enrichie,3161,3.2,0.28,E,0.05,0.18,0.38,17.86,0,,55.35,0,108.74,0,0,,3.01,0,5.91,0,0,,1.37,0,2.69,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,LL01,Céréales mélangées,3161,0.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,LL02,Desserts,3161,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,LL03,Repas_céréale + légume + viande,3161,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,LL04,Repas_viande ou volaille + légumes,3161,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,LL05,Préparation pour nourrissons à base de lait,3161,0.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,LL06,Préparation pour nourrissons à base de soja,3161,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,LL07,Fruits_pommes ou pêche,3161,0.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,LL08,Viande_volaille ou œufs,3161,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,LL09,Légumes,3161,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,MM01,Maïs soufflé pour micro-ondes,3161,8.4,0.06,E,0.01,0.05,0.08,16.67,0,,0.28,0,0.55,0,0,,0.06,0,0.13,0,0.39,,0.06,0.28,0.51,15.38
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,MM02,Repas surgelés,3161,0.8,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,NN01,Pizza,3161,14.9,0.72,,0.09,0.53,0.9,12.5,0,,1.09,0,2.15,0,1.84,E,0.46,0.94,2.74,25,5.33,,0.82,3.72,6.93,15.38
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,NN02,Pommes de terre frites,3161,10.4,0.22,,0.02,0.18,0.26,9.09,0,,0.8,0,1.57,0,,F,,,,66.67,1.47,,0.22,1.03,1.9,14.97
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,NN03,hamburger,3161,5.5,0.25,,0.03,0.18,0.32,12,0,,2.72,0,5.34,0,0,,0.85,0,1.66,0,,F,,,,35.75
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,NN04,Hamburgers de poulet,3161,0.9,0.04,E,0.01,0.02,0.06,25,0,,17.37,0,34.14,0,0,,6.95,0,13.65,0,0,,5.97,0,11.73,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,NN05,Hot-dogs,3161,4.8,0.15,,0.02,0.11,0.19,13.33,0,,4.15,0,8.16,0,0,,0.74,0,1.45,0,0,,0.4,0,0.79,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,NN06,Pépites de poulet,3161,5,0.14,,0.02,0.1,0.19,14.29,0,,3.01,0,5.92,0,0,,0.58,0,1.14,0,0,,0.33,0,0.66,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,NN07,Chow mein au bœuf pour emporter,3161,0.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,NN08,Riz frit (poulet et légumes),3161,2.7,0.18,E,0.05,0.08,0.27,27.78,0,,118.26,0,232.35,0,0,,15.02,0,29.51,0,0,,3.26,0,6.41,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,NN09,Sandwichs « petit-déjeuner » préparés ,3161,1.5,,F,,,,33.33,0,,49.45,0,97.15,0,0,,13.67,0,26.86,0,0,,4.83,0,9.49,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,NN10,Sandwichs de restauration rapide,3161,25.3,1.17,,0.08,1.02,1.33,6.84,0,,0.74,0,1.45,0,4.26,,0.26,3.75,4.77,6.1,6.32,,0.39,5.55,7.09,6.17
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,PP01,Condiments,3161,12.1,0.08,,0.01,0.06,0.09,12.5,0,,0.12,0,0.24,0,,F,,,,36.36,0.46,E,0.08,0.3,0.62,17.39
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,PP02,Sel,3161,40.1,0.01,,0,0.01,0.01,0,0,,0,0,0,0,0.03,,0,0.03,0.04,0,0.06,,0,0.05,0.06,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,PP03,Poudre à pâte,3161,3,0,,0,0,0,0,0,,0.45,0,0.89,0,0,,0.02,0,0.04,0,0,,0,0,0.01,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,PP04,Levure,3161,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,PP05,Extrait de vanille,3161,3,0,,0,0,0,0,0,,0.03,0,0.06,0,0,,0,0,0,0,0,,0,0,0,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,PP06,Fines herbes et épices,3161,16.7,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0.01,,0,0,0.01,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,PP07,Sauce soja,3161,5.2,0.01,,0,0.01,0.01,0,0,,0.58,0,1.13,0,0,,0.05,0,0.1,0,,F,,,,200
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,PP09,Eau du robinet_zone d’échantillonnage (où les échantillons ont été achetés),3161,76.6,15.07,,0.56,13.98,16.16,3.72,10.4,,0.51,9.4,11.4,4.9,35.01,,1.67,31.73,38.29,4.77,49.93,,3.47,43.11,56.76,6.95
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans F,PP10,Eau de source naturelle,3161,24.7,4.34,,0.29,3.77,4.92,6.68,0,,2.66,0,5.22,0,16.58,,1.18,14.27,18.9,7.12,24.72,,1.9,20.98,28.46,7.69
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,AA01,Lait entier,3178,26.2,3.98,,0.38,3.24,4.73,9.55,0,,0.04,0,0.07,0,10.31,,1.69,7,13.63,16.39,30.97,,4.39,22.34,39.6,14.18
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,AA02,Lait 2 %,3178,48.6,4.99,,0.29,4.43,5.55,5.81,0,,0.06,0,0.12,0,14.78,,0.85,13.12,16.45,5.75,24.36,,1.92,20.59,28.13,7.88
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,AA03,Lait 1 %,3178,21.9,1.65,,0.19,1.29,2.02,11.52,0,,0.12,0,0.23,0,5.1,,0.69,3.74,6.46,13.53,10.79,,1.14,8.54,13.03,10.57
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,AA04,Lait écrémé,3178,12.4,0.25,,0.04,0.18,0.32,16,0,,0.05,0,0.1,0,,F,,,,40,,F,,,,36.59
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,AA05,Lait évaporé en conserve,3178,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,AA06,Crème,3178,6.1,0.05,E,0.01,0.03,0.06,20,0,,0.66,0,1.29,0,0,,0.1,0,0.19,0,,F,,,,46.67
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,AA07,Crème glacée,3178,12.7,0.51,,0.05,0.41,0.61,9.8,0,,1.57,0,3.08,0,1.51,E,0.39,0.75,2.28,25.83,4.18,,0.38,3.44,4.92,9.09
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,AA08,Yogourt,3178,27,1.45,,0.08,1.29,1.61,5.52,0,,0.87,0,1.7,0,5.55,,0.28,5,6.09,5.05,8.63,,0.54,7.56,9.69,6.26
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,AA09,Fromage,3178,32.6,0.43,,0.04,0.36,0.5,9.3,0,,0.11,0,0.21,0,1.33,,0.08,1.18,1.49,6.02,2.1,,0.15,1.81,2.39,7.14
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,AA10,Fromage cottage,3178,1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,AA11,Fromage fondu,3178,5.6,0.05,E,0.01,0.04,0.06,20,0,,0.96,0,1.89,0,0,,0.13,0,0.26,0,,F,,,,34.78
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,AA12,Beurre,3178,15.4,0.05,,0,0.04,0.06,0,0,,0.07,0,0.13,0,0.14,,0.02,0.1,0.18,14.29,0.35,,0.04,0.28,0.43,11.43
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,AA13,Lait au chocolat 1 %,3178,9.1,0.78,,0.09,0.6,0.96,11.54,0,,4.57,0,8.98,0,0,,1.15,0,2.26,0,6.12,,0.79,4.56,7.67,12.91
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,AA14,Babeurre 1 %,3178,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,BB01,Bifteck,3178,6.7,0.18,E,0.03,0.12,0.24,16.67,0,,1.95,0,3.82,0,0,,0.29,0,0.57,0,1.1,E,0.3,0.5,1.7,27.27
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,BB02,Rôti de bœuf,3178,3.9,0.1,E,0.02,0.06,0.15,20,0,,9.32,0,18.31,0,0,,0.71,0,1.39,0,0,,0.4,0,0.79,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,BB03,Bœuf haché,3178,12.1,0.19,,0.02,0.15,0.24,10.53,0,,0.43,0,0.85,0,,F,,,,33.33,1.23,,0.19,0.86,1.6,15.45
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,BB04,Porc frais,3178,10,0.24,E,0.04,0.17,0.31,16.67,0,,0.86,0,1.69,0,0,,0.12,0,0.25,0,1.4,,0.17,1.06,1.75,12.14
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,BB05,Porc salé,3178,7.1,0.07,,0.01,0.04,0.1,14.29,0,,0.52,0,1.02,0,0,,0.08,0,0.16,0,0.3,E,0.09,0.12,0.48,30
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,BB06,Escalopes de veau,3178,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,BB07,Agneau,3178,1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,BB08,Viandes à sandwich_viandes froides,3178,3.5,0.06,E,0.01,0.03,0.08,16.67,0,,12.78,0,25.1,0,0,,0.66,0,1.3,0,0,,0.23,0,0.44,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,BB09,Viandes froides en conserve,3178,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,BB10,Abats ,3178,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,BB11,Saucisses fraîches et fumées,3178,6.4,0.18,E,0.04,0.11,0.25,22.22,0,,2.95,0,5.8,0,0,,0.34,0,0.66,0,,F,,,,37.29
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,CC01,Œufs,3178,27.4,0.42,,0.03,0.36,0.48,7.14,0,,0.08,0,0.17,0,1.66,,0.1,1.46,1.86,6.02,2.57,,0.18,2.23,2.92,7
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,CC02,Volaille_poulet et dinde,3178,31.2,0.96,,0.08,0.81,1.11,8.33,0,,0.29,0,0.57,0,3.38,,0.28,2.83,3.92,8.28,5.6,,0.36,4.89,6.31,6.43
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,CC03,Pâtés de foie de volaille,3178,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,DD01,Poisson marin,3178,6.6,0.22,E,0.04,0.15,0.29,18.18,0,,3.2,0,6.3,0,0,,0.53,0,1.05,0,1.42,E,0.46,0.52,2.31,32.39
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,DD02,Poissons d’eau douce,3178,1.4,,F,,,,33.33,0,,62.21,0,122.22,0,0,,22.62,0,44.45,0,0,,10.19,0,20.02,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,DD03,Poisson en conserve,3178,1.1,,F,,,,50,0,,97.43,0,191.42,0,0,,25.48,0,50.07,0,0,,11.55,0,22.69,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,DD04,Les mollusques et crustacés,3178,3,0.04,E,0.01,0.02,0.05,25,0,,26.81,0,52.67,0,0,,0.61,0,1.19,0,0,,0.21,0,0.41,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,EE01,Soupes en conserve avec viande ,3178,1.3,0.11,E,0.03,0.06,0.17,27.27,0,,35.72,0,70.18,0,0,,20.83,0,40.93,0,0,,11.17,0,21.95,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,EE02,Soupes en conserve à base de crème,3178,1.5,0.07,E,0.02,0.03,0.11,28.57,0,,22.29,0,43.79,0,0,,15.56,0,30.57,0,0,,5.49,0,10.79,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,EE03,Soupes_bouillons en conserve,3178,10.9,0.49,,0.06,0.37,0.61,12.24,0,,2.95,0,5.8,0,,F,,,,270,3.83,E,0.68,2.49,5.17,17.75
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,EE04,Soupes déshydratées,3178,2.9,0.13,E,0.03,0.07,0.19,23.08,0,,90.06,0,176.94,0,0,,4.83,0,9.5,0,0,,1.13,0,2.23,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,FF01,Pain blanc,3178,24.8,0.52,,0.04,0.44,0.6,7.69,0,,0.38,0,0.74,0,2,,0.12,1.76,2.24,6,3.07,,0.25,2.58,3.56,8.14
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,FF02,Pain de blé entier,3178,14.4,0.31,,0.02,0.26,0.36,6.45,0,,0.53,0,1.03,0,1.23,,0.13,0.97,1.48,10.57,2.28,,0.17,1.94,2.61,7.46
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,FF03,Pain de seigle,3178,1.9,,F,,,,33.33,0,,21.85,0,42.93,0,0,,3.38,0,6.63,0,0,,0.77,0,1.51,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,FF04,Gâteau,3178,10.3,0.24,,0.03,0.19,0.29,12.5,0,,0.79,0,1.55,0,,F,,,,116.67,1.64,,0.18,1.28,2,10.98
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,FF05,Céréales de blé à cuire,3178,0.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,FF06,Céréales de maïs,3178,4.8,0.04,E,0.01,0.03,0.05,25,0,,0.76,0,1.49,0,0,,0.19,0,0.37,0,0,,0.1,0,0.2,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,FF07,Céréales d’avoine,3178,6.7,0.57,,0.08,0.4,0.73,14.04,0,,7.15,0,14.04,0,0,,1.22,0,2.39,0,3.98,E,1.24,1.54,6.42,31.16
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,FF08,Céréales de riz et de son,3178,4.8,0.05,E,0.01,0.03,0.07,20,0,,1.39,0,2.74,0,0,,0.23,0,0.46,0,0,,0.12,0,0.23,0
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,FF09,Biscuits,3178,27.3,0.36,,0.02,0.31,0.41,5.56,0,,0.2,0,0.4,0,1.24,,0.08,1.09,1.4,6.45,2,,0.11,1.78,2.22,5.5
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,FF10,Craquelins,3178,20.7,0.22,,0.02,0.18,0.25,9.09,0,,0.14,0,0.28,0,0.83,,0.07,0.68,0.98,8.43,1.42,,0.11,1.21,1.63,7.75
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,FF11,Danoises_beignes et croissants,3178,8.3,0.19,,0.02,0.14,0.24,10.53,0,,1.76,0,3.45,0,0,,0.34,0,0.67,0,1.72,,0.26,1.21,2.23,15.12
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,FF12,Farine blanche (de blé),3178,14.7,0.07,,0.01,0.05,0.08,14.29,0,,0.12,0,0.23,0,0.11,E,0.03,0.05,0.16,27.27,0.37,,0.05,0.28,0.46,13.51
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,FF13,Muffins,3178,8.2,0.25,,0.03,0.19,0.3,12,0,,1.8,0,3.54,0,0,,0.33,0,0.65,0,1.85,E,0.31,1.24,2.46,16.76
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,FF14,Crêpes et gaufres,3178,7.7,0.2,,0.03,0.15,0.24,15,0,,1.28,0,2.51,0,0,,0.36,0,0.71,0,1.74,,0.22,1.31,2.17,12.64
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,FF15,Pâtes_plats composés,3178,7.9,0.59,,0.07,0.46,0.72,11.86,0,,3.6,0,7.08,0,0,,0.86,0,1.7,0,4.54,E,0.8,2.97,6.11,17.62
Toutes les personnes,Adultes(19 ans+)_Enfants(1-18 ans)_H_F_séparés,1-18 ans M,FF16,Pâtes nature,3178,19.7,0.92,,0.07,0.78,1.06,7.61,0,,1.35,0,2.64,0,3.75,,0.43,2.91,4.59,11.47,6.66,,0.42,5.83,7.48,6.31
